Id,GardId,Disease,PMId,Publication Types,Title,URL,Abstract,Natural History Study
279,GARD:0000348,Testicular yolk sac tumor,23930614,"['Comparative Study', 'Journal Article']",Clinically atypical seminomas with yolk sac tumor features.,https://pubmed.ncbi.nlm.nih.gov/23930614,"A small subset of young men die from seminoma. Studying these high risk, clinically atypical seminomas (CASs)-aggressive tumors with visceral metastases and chemotherapy resistance-may provide clues to the nature of drug resistance and the origin of testicular cancers. We explored the possibility that these seminomas are a unique clinical and biologic entity with intrinsic yolk sac tumor (YST) features.We assayed available archived tissue samples (n = 22) for chemotherapy-resistance markers found in YSTs. Specifically, we analyzed tissues and clinical histories from patients with CASs (those who had visceral metastases and recurrent disease), classical seminomas, and mixed germ-cell tumors containing YST. By using immunohistochemical testing, we evaluated the expression of bone morphogenetic protein 2, alpha fetoprotein, and glutathione S-transferase (pi) [GST (pi)].GST (pi) expression significantly predicted for overall survival (p = .036). In addition, according to the results of GST (pi) immunohistochemical staining, the CASs appeared to resemble YSTs more than they did classical seminomas (p = 0.043). Less-advanced tumors, both those that expressed GST (pi) and those that were negative for GST (pi), were more amenable to local therapies, and the patients who had those tumors had better clinical outcomes.Results from this exploratory study suggest that certain CASs that express GST (pi) are more similar to YST than they are to classical seminomas, and that GST (pi) expression may be able to be used as a prognosticator of disease-specific survival. Such CASs thus may have a unique biologic origin that differs from that of classical seminomas. Additional studies are needed to determine the natural history and therapeutic implications of these CASs.",
280,GARD:0000348,Testicular yolk sac tumor,21712824,"[""Research Support, Non-U.S. Gov't"", 'research-article', 'Journal Article']",Methylator phenotype of malignant germ cell tumours in children identifies strong candidates for chemotherapy resistance.,https://pubmed.ncbi.nlm.nih.gov/21712824,"BACKGROUND:Yolk sac tumours (YSTs) and germinomas are the two major pure histological subtypes of germ cell tumours. To date, the role of DNA methylation in the aetiology of this class of tumour has only been analysed in adult testicular forms and with respect to only a few genes. METHODS:A bank of paediatric tumours was analysed for global methylation of LINE-1 repeat elements and global methylation of regulatory elements using GoldenGate methylation arrays. RESULTS:Both germinomas and YSTs exhibited significant global hypomethylation of LINE-1 elements. However, in germinomas, methylation of gene regulatory regions differed little from control samples, whereas YSTs exhibited increased methylation at a large proportion of the loci tested, showing a 'methylator' phenotype, including silencing of genes associated with Caspase-8-dependent apoptosis. Furthermore, we found that the methylator phenotype of YSTs was coincident with higher levels of expression of the DNA methyltransferase, DNA (cytosine-5)-methyltransferase 3B, suggesting a mechanism underlying the phenotype. CONCLUSION:Epigenetic silencing of a large number of potential tumour suppressor genes in YSTs might explain why they exhibit a more aggressive natural history than germinomas and silencing of genes associated with Caspase-8-dependent cell death might explain the relative resistance of YSTs to conventional therapy.",
281,GARD:0000348,Testicular yolk sac tumor,18519683,"[""Research Support, Non-U.S. Gov't"", 'Journal Article']",Pediatric malignant germ cell tumors show characteristic transcriptome profiles.,https://pubmed.ncbi.nlm.nih.gov/18519683,"Malignant germ cell tumors (GCT) of childhood are rare and heterogeneous neoplasms thought to arise from primordial germ cells. They vary substantially in their natural history and show important clinical differences from their adult counterparts. To address the biological basis for these observations, we have undertaken a comprehensive analysis of global gene expression patterns in pediatric malignant GCTs and compared these findings with published data on adult testicular GCTs (TGCT). Our study included 27 primary tumors and assessed the principal malignant histologic types of pediatric GCT, yolk sac tumor (YST; n = 18), and seminoma (n = 9). Analysis of Affymetrix U133A GeneChip data was performed using the statistical software environment R, including gene set enrichment analysis, with cross-validation at the RNA and protein level. Unsupervised analysis showed complete separation of YSTs and seminomas by global gene expression profiles and identified a robust set of 657 discriminatory transcripts. There was no segregation of tumors of the same histology arising at different sites or at different ages within the pediatric range. In contrast, there was segregation of pediatric malignant GCTs and adult malignant TGCTs, most notably for the YSTs. The pediatric seminomas were significantly enriched for genes associated with the self-renewing pluripotent phenotype, whereas the pediatric YSTs were significantly enriched for genes associated with a differentiation and proliferation phenotype. We conclude that histologic type is the key discriminator in pediatric malignant GCTs and that the observed clinical differences between malignant GCTs of children and adults are mirrored by significant differences in global gene expression.",
282,GARD:0000348,Testicular yolk sac tumor,16985566,"['review-article', 'Journal Article']",Prepubertal testis tumors.,https://pubmed.ncbi.nlm.nih.gov/16985566,"Because prepubertal testis tumors are rare, their management has historically been based on experience with the more common adult testis tumors. However, recent studies highlighting the natural history of these tumors and their response to therapy have resulted in a modern management algorithm that optimizes testicular preservation and minimizes the morbidity of adjuvant therapies. Many prepubertal testis tumors are benign and can be managed with testis-sparing tumor excision. Localized malignant tumors (yolk sac tumors) may be managed with excision alone. Recurrent tumors and metastatic disease can almost always be treated successfully with platinum-based chemotherapy.",
283,GARD:0000348,Testicular yolk sac tumor,10985149,"['Review', 'Journal Article']",Current management of prepubertal yolk sac tumors of the testis.,https://pubmed.ncbi.nlm.nih.gov/10985149,"Over the last 3 decades, the management of pediatric yolk sac tumors of the testis has changed significantly. These changes reflect improvement in the treatment of testicular tumors in adults and children, such as the advent of platinum-based chemotherapy regimens. They also reflect increased understanding of the biology and natural history of prepubertal yolk sac tumors of the testis as a unique disease entity.",
284,GARD:0000354,Osteopenia and sparse hair,25792522,['Journal Article'],Phenotype and genotype in 103 patients with tricho-rhino-phalangeal syndrome.,https://pubmed.ncbi.nlm.nih.gov/25792522,"Tricho-rhino-phalangeal syndrome (TRPS) is characterized by craniofacial and skeletal abnormalities, and subdivided in TRPS I, caused by mutations in TRPS1, and TRPS II, caused by a contiguous gene deletion affecting (amongst others) TRPS1 and EXT1. We performed a collaborative international study to delineate phenotype, natural history, variability, and genotype-phenotype correlations in more detail. We gathered information on 103 cytogenetically or molecularly confirmed affected individuals. TRPS I was present in 85 individuals (22 missense mutations, 62 other mutations), TRPS II in 14, and in 5 it remained uncertain whether TRPS1 was partially or completely deleted. Main features defining the facial phenotype include fine and sparse hair, thick and broad eyebrows, especially the medial portion, a broad nasal ridge and tip, underdeveloped nasal alae, and a broad columella. The facial manifestations in patients with TRPS I and TRPS II do not show a significant difference. In the limbs the main findings are short hands and feet, hypermobility, and a tendency for isolated metacarpals and metatarsals to be shortened. Nails of fingers and toes are typically thin and dystrophic. The radiological hallmark are the cone-shaped epiphyses and in TRPS II multiple exostoses. Osteopenia is common in both, as is reduced linear growth, both prenatally and postnatally. Variability for all findings, also within a single family, can be marked. Morbidity mostly concerns joint problems, manifesting in increased or decreased mobility, pain and in a minority an increased fracture rate. The hips can be markedly affected at a (very) young age. Intellectual disability is uncommon in TRPS I and, if present, usually mild. In TRPS II intellectual disability is present in most but not all, and again typically mild to moderate in severity. Missense mutations are located exclusively in exon 6 and 7 of TRPS1. Other mutations are located anywhere in exons 4-7. Whole gene deletions are common but have variable breakpoints. Most of the phenotype in patients with TRPS II is explained by the deletion of TRPS1 and EXT1, but haploinsufficiency of RAD21 is also likely to contribute. Genotype-phenotype studies showed that mutations located in exon 6 may have somewhat more pronounced facial characteristics and more marked shortening of hands and feet compared to mutations located elsewhere in TRPS1, but numbers are too small to allow firm conclusions.",
285,GARD:0000359,Cranioectodermal dysplasia,24123776,"[""Research Support, Non-U.S. Gov't"", 'Review', 'Journal Article', 'Case Reports']",Sensenbrenner syndrome (Cranioectodermal dysplasia): clinical and molecular analyses of 39 patients including two new patients.,https://pubmed.ncbi.nlm.nih.gov/24123776,"Sensenbrenner syndrome, also known as cranioectodermal dysplasia, is a rare multiple anomaly syndrome with distinctive craniofacial appearance, skeletal, ectodermal, connective tissue, renal, and liver anomalies. Dramatic advances with next-generation sequencing have expanded its phenotypic variability and molecular heterogeneity. We review 39 patients including two new patients, one with compound heterozygous novel mutations in WDR35 and a previously unreported multisutural craniosynostosis that may be a part of Sensenbrenner syndrome. In 14 of 25 (56.0%) patients pathogenic mutations have been identified in 4 different genes that regulate (intraflagellar) cilia transport. We compared Sensenbrenner syndrome to asphyxiating thoracic dystrophy-Jeune syndrome (ATD-JS) and other ciliopathies. Our analyses showed that the high anterior hairline, forehead bossing and dolichocephaly (accompanied by sagittal craniosynostosis in more than half of the patients) occur in almost all patients with Sensenbrenner syndrome. Metaphyseal dysplasia with narrow thorax, proximal limb shortness, and short fingers are typical of Sensenbrenner syndrome and ATD-JS. Respiratory complications have been reported in both syndromes, usually less severe with Sensenbrenner syndrome. Proposed diagnostic criteria for Sensenbrenner syndrome include the distinctive craniofacial appearance, ubiquitous brachydactyly and ectodermal anomalies, and sagittal craniosynostosis. Mild heart defects have been noted, but there have been no atrioventricular canal or heterotaxy defects that are common in Ellis-Van Creveld syndrome. We anticipate that the steady identification of molecularly defined patients may allow correlation of phenotype and genotype. Additional natural history data will improve genetic counseling and current guidelines.",
286,GARD:0000362,Alpha-thalassemia-abnormal morphogenesis,31889116,"[""Research Support, Non-U.S. Gov't"", 'research-article', 'Journal Article']","Molecular mechanisms underlying nuchal hump formation in dolphin cichlid, Cyrtocara moorii.",https://pubmed.ncbi.nlm.nih.gov/31889116,"East African cichlid fishes represent a model to tackle adaptive changes and their connection to rapid speciation and ecological distinction. In comparison to bony craniofacial tissues, adaptive morphogenesis of soft tissues has been rarely addressed, particularly at the molecular level. The nuchal hump in cichlids fishes is one such soft-tissue and exaggerated trait that is hypothesized to play an innovative role in the adaptive radiation of cichlids fishes. It has also evolved in parallel across lakes in East Africa and Central America. Using gene expression profiling, we identified and validated a set of genes involved in nuchal hump formation in the Lake Malawi dolphin cichlid, Cyrtocara moorii. In particular, we found genes differentially expressed in the nuchal hump, which are involved in controlling cell proliferation (btg3, fosl1a and pdgfrb), cell growth (dlk1), craniofacial morphogenesis (dlx5a, mycn and tcf12), as well as regulators of growth-related signals (dpt, pappa and socs2). This is the first study to identify the set of genes associated with nuchal hump formation in cichlids. Given that the hump is a trait that evolved repeatedly in several African and American cichlid lineages, it would be interesting to see if the molecular pathways and genes triggering hump formation follow a common genetic track or if the trait evolved in parallel, with distinct mechanisms, in other cichlid adaptive radiations and even in other teleost fishes.",
287,GARD:0000362,Alpha-thalassemia-abnormal morphogenesis,31877284,['Journal Article'],Description of Aedes (Hulecoeteomyia) bhutanensis n. sp. (Diptera: Culicidae) from Bhutan.,https://pubmed.ncbi.nlm.nih.gov/31877284,"A new species of the subgenus Hulecoeteomyia of the genus Aedes reared from pupae found with two larvae in a small pool on a log in mountainous forest of Bhutan is diagnosed and formally named Aedes bhutanensis Somboon & Harbach, n. sp. The specific status of the species is supported by differential morphological characters of females, larvae and pupae, and sequences of the mitochondrial COI gene. Dichotomous keys are provided for identification of the adult females and larvae of the species of the subgenus.",
288,GARD:0000362,Alpha-thalassemia-abnormal morphogenesis,31863765,"[""Research Support, Non-U.S. Gov't"", 'Journal Article']","Genetic structure and geographical variation of Bithynia siamensis goniomphalos sensu lato (Gastropoda: Bithyniidae), the snail intermediate host of Opisthorchis viverrini sensu lato (Digenea: Opisthorchiidae) in the Lower Mekong Basin revealed by mitochondrial DNA sequences.",https://pubmed.ncbi.nlm.nih.gov/31863765,"The freshwater snail Bithynia siamensis goniomphalos sensu lato is widely distributed in the Lower Mekong Basin where it acts as the first intermediate host of the liver fluke Opisthorchis viverrini, a group 1 carcinogen causing cholangiocarcinoma. This study explores the genetic structure and geographical variation of B. s. goniomphalos from eight previously studied catchments and eight new catchments. These catchments belong to five previously studied catchment systems and one new catchment system (Tonlesap) in the Lower Mekong Basin. Two new catchment systems, Prachin Buri and Bang Pakong from eastern and central Thailand, respectively, were also examined. We collected 289 specimens of B. s. goniomphalos from 15 previously studied localities and 18 new localities in Thailand, Lao PDR (People's Democratic Republic), and Cambodia. The mitochondrial cytochrome c oxidase subunit 1 and 16S ribosomal DNA sequences were used to determine genetic variation. Classification of haplotypes specified 100 at the cox1 locus and 15 at the rrnL locus. Comparison between 16 catchment populations found significant genetic differences (ФST) between all populations. The phylogenetic tree and haplotype network analyses classified B. s. goniomphalos into three evolutionary lineages (lineage I-III). Lineage I contained B. s. goniomphalos from the Mekong, Chi, Mun, Prachin Buri and Bang Pakong catchments in Thailand, including the Nam Ngum catchment in Lao PDR. Lineage II contained all specimens from the Tonlesap catchment, whereas lineage III contained specimens from the Mekong and Sea Bang Heang catchments in Thailand and Lao PDR, respectively. Interestingly, Bithynia siamensis siamensis was placed between lineages I and II of B. s. goniomphalos. This study supports the hypothesis that B. s. goniomphalos is a species complex containing at least three distinct evolutionary lineages in the Lower Mekong Basin, and that comprehensive molecular genetic analyses need to be conducted to further our understanding of the evolutionary and systematic relationships of these Bithynia snail taxa.",
289,GARD:0000362,Alpha-thalassemia-abnormal morphogenesis,31854144,"['Review', 'Journal Article']",Osteoarthritis from evolutionary and mechanistic perspectives.,https://pubmed.ncbi.nlm.nih.gov/31854144,"Developmental osteogenesis and the pathologies associated with tissues that normally are mineralized are active areas of research. All of the basic cell types of skeletal tissue evolved in early aquatic vertebrates. Their characteristics, transcription factors, and signaling pathways have been conserved, even as they adapted to the challenge imposed by gravity in the transition to terrestrial existence. The response to excess mechanical stress (among other factors) can be expressed in the pathologic phenotype described as osteoarthritis (OA). OA is mediated by epigenetic modification of the same conserved developmental gene networks, rather than by gene mutations or new chemical signaling pathways. Thus, these responses have their evolutionary roots in morphogenesis. Epigenetic channeling and heterochrony, orchestrated primarily by microRNAs, maintain the sequence of these responses, while allowing variation in their timing that depends at least partly on the life history of the individual.",
290,GARD:0000362,Alpha-thalassemia-abnormal morphogenesis,31840771,"['Historical Article', 'Introductory Journal Article']",The Dictyostelium discoideum model system.,https://pubmed.ncbi.nlm.nih.gov/31840771,"When we set out to organize this Special Issue, we faced the difficult task of gathering together a large variety of topics with the unique commonality of having been studied in a single model organism, Dictyostelium discoideum. This apparent setback turned into a wonderful opportunity to learn about an organism as a whole, which provides a more complete understanding of life processes, their natural meaning and their changes during evolution. From studies dedicated almost exclusively to cell motility, differentiation and patterning, the versatility of D. discoideum has allowed in recent years the expansion of our knowledge to other areas, including cell biology and many others related to human diseases. The present collection of papers can be considered as a journey throughout the mechanisms of life, where D. discoideum acts as a very special tourist guide.",
291,GARD:0000365,Aromatase deficiency,22846524,"['Review', 'Journal Article']",Ovarian cysts in prepubertal girls.,https://pubmed.ncbi.nlm.nih.gov/22846524,"Visualization of follicles is perfectly physiological during childhood, their diameter generally does not exceed 10 mm. Ovarian cyst in childhood is well defined for a fluid image >20 mm. Generally mild and asymptomatic, ovarian cysts are fluid formations usually discovered incidentally by ultrasound. Some are hormonally active and cause the development of sexual characteristics. The natural history of functional cysts is eventual regression, and persistence is suggestive of organic tumor. The onset of pain is a sign of complication, and an abrupt sharp pain with vomiting is suggestive of ovarian torsion, in which case surgical intervention is urgent. In all cases, the diagnosis is based on pelvic ultrasound. MRI and tumor marker assays are required to determine the nature of an organic cyst before proceeding to surgery. These cysts may appear functional from the fetal period onward and will require management from the first days of life. Certain endocrine disorders such as precocious puberty, hypothyroidism, and aromatase deficiency cause functional cysts in girls. Recurrent bleeding is due to hormonally active cysts and suggests McCune-Albright syndrome. Although the persistence of a cyst suggests a neoplasm, a fluid character indicates benignity. Imagery is a useful aid in the diagnosis of epithelial tumors (cystadenomas) or teratoma (dermoid cyst).",
292,GARD:0000383,Osteopetrosis autosomal dominant type 2,30401973,"[""Research Support, Non-U.S. Gov't"", 'research-article', ""Research Support, U.S. Gov't, Non-P.H.S."", 'Journal Article']",Diversity of copy number variation in the worldwide goat population.,https://pubmed.ncbi.nlm.nih.gov/30401973,"Goats (Capra hircus) are an important farm animal species. Copy number variation (CNV) represents a major source of genomic structural variation. We investigated the diversity of CNV distribution in goats using CaprineSNP50 genotyping data generated by the ADAPTmap Project. We identified 6286 putative CNVs in 1023 samples from 50 goat breeds using PennCNV. These CNVs were merged into 978 CNV regions, spanning ~262 Mb of total length and corresponding to ~8.96% of the goat genome. We then divided the samples into six subgroups per geographic distribution and constructed a comparative CNV map. Our results revealed a population differentiation in CNV across different geographical areas, including Western Asia, Eastern Mediterranean, Alpine & Northern Europe, Madagascar, Northwestern Africa, and Southeastern Africa groups. The results of a cluster heatmap analysis based on the CNV count per individual across different groups was generally consistent with the one generated from the SNP data, likely reflecting the population history of different goat breeds. We sought to determine the gene content of these CNV events and found several important CNV-overlapping genes (e.g. EDNRA, ADAMTS20, ASIP, KDM5B, ADAM8, DGAT1, CHRNB1, CLCN7, and EXOSC4), which are involved in local adaptations such as coat color, muscle development, metabolic processes, osteopetrosis, and embryonic development. Therefore, this research generated an extensive CNV map in the worldwide population of goat, which offers novel insight into the goat genome and its functional annotation.",
293,GARD:0000383,Osteopetrosis autosomal dominant type 2,19232111,"['review-article', 'Review', 'Journal Article']",Osteopetrosis.,https://pubmed.ncbi.nlm.nih.gov/19232111,"Osteopetrosis (""marble bone disease"") is a descriptive term that refers to a group of rare, heritable disorders of the skeleton characterized by increased bone density on radiographs. The overall incidence of these conditions is difficult to estimate but autosomal recessive osteopetrosis (ARO) has an incidence of 1 in 250,000 births, and autosomal dominant osteopetrosis (ADO) has an incidence of 1 in 20,000 births. Osteopetrotic conditions vary greatly in their presentation and severity, ranging from neonatal onset with life-threatening complications such as bone marrow failure (e.g. classic or ""malignant"" ARO), to the incidental finding of osteopetrosis on radiographs (e.g. osteopoikilosis). Classic ARO is characterised by fractures, short stature, compressive neuropathies, hypocalcaemia with attendant tetanic seizures, and life-threatening pancytopaenia. The presence of primary neurodegeneration, mental retardation, skin and immune system involvement, or renal tubular acidosis may point to rarer osteopetrosis variants, whereas onset of primarily skeletal manifestations such as fractures and osteomyelitis in late childhood or adolescence is typical of ADO. Osteopetrosis is caused by failure of osteoclast development or function and mutations in at least 10 genes have been identified as causative in humans, accounting for 70% of all cases. These conditions can be inherited as autosomal recessive, dominant or X-linked traits with the most severe forms being autosomal recessive. Diagnosis is largely based on clinical and radiographic evaluation, confirmed by gene testing where applicable, and paves the way to understanding natural history, specific treatment where available, counselling regarding recurrence risks, and prenatal diagnosis in severe forms. Treatment of osteopetrotic conditions is largely symptomatic, although haematopoietic stem cell transplantation is employed for the most severe forms associated with bone marrow failure and currently offers the best chance of longer-term survival in this group. The severe infantile forms of osteopetrosis are associated with diminished life expectancy, with most untreated children dying in the first decade as a complication of bone marrow suppression. Life expectancy in the adult onset forms is normal. It is anticipated that further understanding of the molecular pathogenesis of these conditions will reveal new targets for pharmacotherapy.",
294,GARD:0000383,Osteopetrosis autosomal dominant type 2,17164308,"[""Research Support, Non-U.S. Gov't"", 'Journal Article', 'Research Support, N.I.H., Extramural']",Autosomal dominant osteopetrosis: clinical severity and natural history of 94 subjects with a chloride channel 7 gene mutation.,https://pubmed.ncbi.nlm.nih.gov/17164308,"CONTEXT: Autosomal dominant osteopetrosis (ADO) is a sclerosing bone disorder caused by heterozygous mutations in the chloride channel 7 (ClCN7) gene. The clinical manifestations of this disease have not been well characterized since the discovery of the genetic basis of ADO. OBJECTIVES: The primary objectives were to improve our understanding of ADO clinical characteristics and to study the natural history of the disease in the largest series of patients reported to date. DESIGN AND SETTING: This study was primarily a retrospective cross-sectional analysis of individuals with a ClCN7 mutation that was conducted over a 4-yr period at a tertiary referral center and through family reunions. Longitudinal data on a subset of subjects were also studied. PATIENTS AND INTERVENTIONS: We studied 311 subjects from 11 ADO families, including 62 individuals with ADO (patients with the classic clinical phenotype based on radiographs and/or biochemistry), 32 unaffected gene carriers (subjects with the gene mutation but no radiographic and/or biochemical phenotype), and 217 controls who did not harbor a ClCN7 gene mutation. Clinical data were collected through patient interviews and examinations, medical records, and/or self-reported responses on a questionnaire that was completed by all subjects. MAIN OUTCOME MEASURES: The prevalence of fracture, osteomyelitis, visual loss, and bone marrow failure was determined. Differences in clinical manifestations were analyzed according to affected vs. carrier status, age, and underlying genotype. RESULTS: Ninety-two percent of ADO subjects had at least one sequela of the disease. Gene carriers did not have an increased risk of disease manifestations, although they were found to have significant increases in bone mineral density (P < 0.05). Compared with controls, subjects with ADO had a significantly increased prevalence of fracture (84 vs. 36%; P < 0.0001) and osteomyelitis (16 vs. 0.9%; P < 0.0001). Severe fractures (defined as > or =10 fractures of any type and/or greater than one hip/femur fracture) were identified only in ADO subjects, and osteomyelitis typically occurred in the maxilla or mandible in older adults. Visual loss, which typically had its onset in childhood, and bone marrow failure occurred in 19 and 3% of ADO subjects, respectively. Adults were more likely to manifest an ADO clinical characteristic, but no definitive genotype-phenotype relationship could be concluded. Longitudinal data suggest that the ADO clinical phenotype worsens over time. CONCLUSIONS: ADO caused by mutations in the CLCN7 gene is a frequently symptomatic disease manifested by a high rate of fracture, osteomyelitis, visual loss, and occasional bone marrow failure. The sequelae of ADO, which can be identified as early as infancy, appear to worsen over time. Fracture is the most prevalent consequence of ADO, although other more severe manifestations of disease can occur and should not be confused with recessive forms of osteopetrosis, particularly when identified in early childhood.",
295,GARD:0000383,Osteopetrosis autosomal dominant type 2,9523972,"['Journal Article', 'Case Reports']",Distal phalangeal resorption in an adult with infantile malignant osteopetrosis: a case report.,https://pubmed.ncbi.nlm.nih.gov/9523972,Osteopetrosis is a rare inherited skeletal disorder characterized by a defect in bone resorption. The autosomal-recessive infantile malignant form usually results in death in the first few years of life. The natural history of the disease into adulthood is unknown. Reported here is the case of a 27-year-old man with bilateral resorption of the tufts of the distal phalanges in multiple fingers. It is unclear whether this finding constitutes a previously undescribed aspect of the natural course of the disease or a long-term consequence of therapy.,
296,GARD:0000383,Osteopetrosis autosomal dominant type 2,8358948,"[""Research Support, U.S. Gov't, P.H.S."", ""Research Support, Non-U.S. Gov't"", 'Journal Article']",Bone densitometry observations of osteopetrosis in response to bone marrow transplantation.,https://pubmed.ncbi.nlm.nih.gov/8358948,"Spinal bone density was measured in eight patients with osteopetrosis to assess the natural history of the disease and to monitor the response to therapy. Quantitative computed tomographic scans of the lumbar vertebra were obtained in seven patients, and dual photon absorptiometric scans were obtained when the technique became available. Six children were afflicted with the infantile malignant recessive condition and two with the less severe dominant condition. In all cases, bone densitometry values ranged from four to five times higher than the mean for normal age and gender-matched controls. In four children with recessive osteopetrosis, quantitative computed tomographic and dual photon absorptiometric scans showed an excellent correlation (R = 0.93) between the methods. Quantitative computed tomographic values ranged from 597 to 730 mg/cm3 (mean = 655 mg/cm3) in children with osteopetrorickets and from 901 to 1000 mg/cm3 (mean = 980 mg/cm3) in the same children when the rickets was cured. In two children treated with bone marrow transplantation, bone densitometry values returned to normal within three years. Bone densitometry provides a safe and noninvasive method for observing the natural history and therapeutic response of the osteopetrotic syndromes.",
297,GARD:0000386,Tetraamelia-multiple malformations syndrome,31879555,"[""Research Support, Non-U.S. Gov't"", 'Systematic Review', 'review-article', 'Journal Article', 'Research Support, N.I.H., Extramural']",Neuropsychiatric decompensation in adolescents and adults with Phelan-McDermid syndrome: a systematic review of the literature.,https://pubmed.ncbi.nlm.nih.gov/31879555,"Phelan-McDermid syndrome (PMS) is caused by haploinsufficiency of the SHANK3 gene on chromosome 22q13.33 and is characterized by intellectual disability, hypotonia, severe speech impairments, and autism spectrum disorder. Emerging evidence indicates that there are changes over time in the phenotype observed in individuals with PMS, including severe neuropsychiatric symptoms and loss of skills occurring in adolescence and adulthood. To gain further insight into these phenomena and to better understand the long-term course of the disorder, we conducted a systematic literature review and identified 56 PMS cases showing signs of behavioral and neurologic decompensation in adolescence or adulthood (30 females, 25 males, 1 gender unknown). Clinical presentations included features of bipolar disorder, catatonia, psychosis, and loss of skills, occurring at a mean age of 20 years. There were no apparent sex differences in the rates of these disorders except for catatonia, which appeared to be more frequent in females (13 females, 3 males). Reports of individuals with point mutations in SHANK3 exhibiting neuropsychiatric decompensation and loss of skills demonstrate that loss of one copy of SHANK3 is sufficient to cause these manifestations. In the majority of cases, no apparent cause could be identified; in others, symptoms appeared after acute events, such as infections, prolonged or particularly intense seizures, or changes in the individual's environment. Several individuals had a progressive neurological deterioration, including one with juvenile onset metachromatic leukodystrophy, a severe demyelinating disorder caused by recessive mutations in the ARSA gene in 22q13.33. These reports provide insights into treatment options that have proven helpful in some cases, and are reviewed herein. Our survey highlights how little is currently known about neuropsychiatric presentations and loss of skills in PMS and underscores the importance of studying the natural history in individuals with PMS, including both cross-sectional and long-term longitudinal analyses. Clearer delineation of these neuropsychiatric symptoms will contribute to their recognition and prompt management and will also help uncover the underlying biological mechanisms, potentially leading to improved interventions.",
298,GARD:0000386,Tetraamelia-multiple malformations syndrome,31878895,"['research-article', 'Multicenter Study', 'Journal Article', 'Observational Study']","Study protocol for the multicentre cohorts of Zika virus infection in pregnant women, infants, and acute clinical cases in Latin America and the Caribbean: the ZIKAlliance consortium.",https://pubmed.ncbi.nlm.nih.gov/31878895,"BACKGROUND:The European Commission (EC) Horizon 2020 (H2020)-funded ZIKAlliance Consortium designed a multicentre study including pregnant women (PW), children (CH) and natural history (NH) cohorts. Clinical sites were selected over a wide geographic range within Latin America and the Caribbean, taking into account the dynamic course of the ZIKV epidemic. METHODS:Recruitment to the PW cohort will take place in antenatal care clinics. PW will be enrolled regardless of symptoms and followed over the course of pregnancy, approximately every 4 weeks. PW will be revisited at delivery (or after miscarriage/abortion) to assess birth outcomes, including microcephaly and other congenital abnormalities according to the evolving definition of congenital Zika syndrome (CZS). After birth, children will be followed for 2 years in the CH cohort. Follow-up visits are scheduled at ages 1-3, 4-6, 12, and 24 months to assess neurocognitive and developmental milestones. In addition, a NH cohort for the characterization of symptomatic rash/fever illness was designed, including follow-up to capture persisting health problems. Blood, urine, and other biological materials will be collected, and tested for ZIKV and other relevant arboviral diseases (dengue, chikungunya, yellow fever) using RT-PCR or serological methods. A virtual, decentralized biobank will be created. Reciprocal clinical monitoring has been established between partner sites. Substudies of ZIKV seroprevalence, transmission clustering, disabilities and health economics, viral kinetics, the potential role of antibody enhancement, and co-infections will be linked to the cohort studies. DISCUSSION:Results of these large cohort studies will provide better risk estimates for birth defects and other developmental abnormalities associated with ZIKV infection including possible co-factors for the variability of risk estimates between other countries and regions. Additional outcomes include incidence and transmission estimates of ZIKV during and after pregnancy, characterization of short and long-term clinical course following infection and viral kinetics of ZIKV. STUDY REGISTRATIONS: clinicaltrials.gov NCT03188731 (PW cohort), June 15, 2017; clinicaltrials.gov NCT03393286 (CH cohort), January 8, 2018; clinicaltrials.gov NCT03204409 (NH cohort), July 2, 2017.",
299,GARD:0000386,Tetraamelia-multiple malformations syndrome,31868316,['Journal Article'],Congenital heart defects associated with aneuploidy syndromes: New insights into familiar associations.,https://pubmed.ncbi.nlm.nih.gov/31868316,"The frequent occurrence of congenital heart defects (CHDs) in chromosome abnormality syndromes is well-known, and among aneuploidy syndromes, distinctive patterns have been delineated. We update the type and frequency of CHDs in the aneuploidy syndromes involving trisomy 13, 18, 21, and 22, and in several sex chromosome abnormalities (Turner syndrome, trisomy X, Klinefelter syndrome, 47,XYY, and 48,XXYY). We also discuss the impact of noninvasive prenatal screening (mainly, cell-free DNA analysis), critical CHD screening, and the growth of parental advocacy on their surgical management and natural history. We encourage clinicians to view the cardiac diagnosis as a ""phenotype"" which supplements the external dysmorphology examination. When detected prenatally, severe CHDs may influence decision-making, and postnatally, they are often the major determinants of survival. This review should be useful to geneticists, cardiologists, neonatologists, perinatal specialists, other pediatric specialists, and general pediatricians. As patients survive (and thrive) into adulthood, internists and related adult specialists will also need to be informed about their natural history and management.",
