,mondoid,disease,Mondo Object Type,Mondo Object pmid,Mondo Object label
1016,MONDO:0008009,N/A,PMID,8013462,PMID:8013462
1017,MONDO:0008009,N/A,PMID,14529618,PMID:14529618
1018,MONDO:0008009,N/A,PMID,25742641,PMID:25742641
1019,MONDO:0008009,N/A,PMID,14597206,PMID:14597206
1020,MONDO:0008009,N/A,PMID,14729475,PMID:14729475
1021,MONDO:0008009,N/A,WormBase,WBPaper00006400,WormBase:WBPaper00006400
1022,MONDO:0008009,N/A,WormBase,WBPaper00004416,WormBase:WBPaper00004416
1023,MONDO:0008009,N/A,WormBase,WBPaper00040246,WormBase:WBPaper00040246
1024,MONDO:0008009,N/A,WormBase,WBPaper00005828,WormBase:WBPaper00005828
1025,MONDO:0008009,N/A,WormBase,WBPaper00045548,WormBase:WBPaper00045548
1026,MONDO:0008009,N/A,WormBase,WBPaper00005172,WormBase:WBPaper00005172
1027,MONDO:0008009,N/A,WormBase,WBPaper00040258,WormBase:WBPaper00040258
1028,MONDO:0008009,N/A,WormBase,WBPaper00041965,WormBase:WBPaper00041965
1029,MONDO:0008009,N/A,PMID,18452552,PMID:18452552
1030,MONDO:0008009,N/A,PMID,12204276,PMID:12204276
1031,MONDO:0008009,N/A,PMID,21653823,PMID:21653823
1032,MONDO:0008009,N/A,PMID,11071918,PMID:11071918
1033,MONDO:0008009,N/A,PMID,31239283,PMID:31239283
1034,MONDO:0008009,N/A,PMID,19922876,PMID:19922876
1035,MONDO:0008009,N/A,GO_REF,0000039,GO_REF:0000039
1036,MONDO:0008009,N/A,WormBase,WBPaper00035531,WormBase:WBPaper00035531
1037,MONDO:0008009,N/A,WormBase,WBPaper00032484,WormBase:WBPaper00032484
1038,MONDO:0008009,N/A,WormBase,WBPaper00042260,WormBase:WBPaper00042260
1039,MONDO:0008009,N/A,WormBase,WBPaper00051385,WormBase:WBPaper00051385
1040,MONDO:0008009,N/A,WormBase,WBPaper00049100,WormBase:WBPaper00049100
1041,MONDO:0008009,N/A,WormBase,WBPaper00005492,WormBase:WBPaper00005492
1042,MONDO:0008009,N/A,WormBase,WBPaper00006137,WormBase:WBPaper00006137
1043,MONDO:0008009,N/A,WormBase,WBPaper00006463,WormBase:WBPaper00006463
1044,MONDO:0008009,N/A,WormBase,WBPaper00001981,WormBase:WBPaper00001981
1045,MONDO:0008009,N/A,WormBase,WBPaper00028870,WormBase:WBPaper00028870
1046,MONDO:0008009,N/A,WormBase,WBPaper00006210,WormBase:WBPaper00006210
1047,MONDO:0008009,N/A,WormBase,WBPaper00031359,WormBase:WBPaper00031359
1048,MONDO:0008009,N/A,GO_REF,0000038,GO_REF:0000038
1049,MONDO:0008009,N/A,GO_REF,0000037,GO_REF:0000037
1050,MONDO:0008009,N/A,PMID,10878478,PMID:10878478
1051,MONDO:0008009,N/A,PMID,9457912,PMID:9457912
1052,MONDO:0008009,N/A,PMID,9241275,PMID:9241275
1053,MONDO:0008009,N/A,PMID,9402962,PMID:9402962
1054,MONDO:0008009,N/A,PMID,7556444,PMID:7556444
1055,MONDO:0008009,N/A,PMID,9804356,PMID:9804356
1056,MONDO:0008009,N/A,PMID,9665406,PMID:9665406
1057,MONDO:0008009,N/A,PMID,12684533,PMID:12684533
1058,MONDO:0008009,N/A,PMID,25557232,PMID:25557232
1059,MONDO:0008009,N/A,PMID,10469314,PMID:10469314
1060,MONDO:0008009,N/A,PMID,19400537,PMID:19400537
1061,MONDO:0008009,N/A,PMID,15050877,PMID:15050877
1062,MONDO:0008009,N/A,PMID,15744029,PMID:15744029
1063,MONDO:0009653,N/A,PMID,18794901,PMID:18794901
1064,MONDO:0009653,N/A,PMID,7282783,PMID:7282783
1065,MONDO:0009653,N/A,PMID,830895,PMID:830895
1066,MONDO:0009653,N/A,PMID,16287144,PMID:16287144
1067,MONDO:0009653,N/A,PMID,11317355,PMID:11317355
1068,MONDO:0009653,N/A,PMID,23983233,PMID:23983233
1069,MONDO:0009653,N/A,PMID,19815695,PMID:19815695
1070,MONDO:0009653,N/A,PMID,31822666,PMID:31822666
1071,MONDO:0009653,N/A,PMID,25130899,PMID:25130899
1072,MONDO:0009653,N/A,PMID,29945972,PMID:29945972
1073,MONDO:0009653,N/A,PMID,20864526,PMID:20864526
1074,MONDO:0009653,N/A,PMID,31112550,PMID:31112550
1075,MONDO:0009653,N/A,PMID,30341570,PMID:30341570
1076,MONDO:0009653,N/A,PMID,16361256,PMID:16361256
1077,MONDO:0009653,N/A,PMID,17056595,PMID:17056595
1078,MONDO:0009653,N/A,PMID,16645217,PMID:16645217
1079,MONDO:0009653,N/A,PMID,28936784,PMID:28936784
1080,MONDO:0009653,N/A,PMID,16257972,PMID:16257972
1081,MONDO:0009653,N/A,PMID,15178326,PMID:15178326
1082,MONDO:0009653,N/A,PMID,19885840,PMID:19885840
1083,MONDO:0009653,N/A,PMID,17306511,PMID:17306511
1084,MONDO:0009653,N/A,PMID,12182165,PMID:12182165
1085,MONDO:0009653,N/A,PMID,12125810,PMID:12125810
1086,MONDO:0009653,N/A,PMID,25525159,PMID:25525159
1087,MONDO:0009653,N/A,PMID,29144512,PMID:29144512
1088,MONDO:0009653,N/A,PMID,22518024,PMID:22518024
1089,MONDO:0009653,N/A,PMID,28112729,PMID:28112729
1090,MONDO:0009653,N/A,PMID,25465891,PMID:25465891
1091,MONDO:0009653,N/A,PMID,11551108,PMID:11551108
1092,MONDO:0009653,N/A,PMID,18326692,PMID:18326692
1093,MONDO:0009653,N/A,PMID,11461186,PMID:11461186
1094,MONDO:0009653,N/A,PMID,22281206,PMID:22281206
1095,MONDO:0009653,N/A,PMID,20159435,PMID:20159435
1096,MONDO:0009653,N/A,PMID,1471493347,PMID:1471493347
1097,MONDO:0009653,N/A,PMID,17384215,PMID:17384215
1098,MONDO:0009653,N/A,PMID,25119295,PMID:25119295
1099,MONDO:0009653,N/A,PMID,22268962,PMID:22268962
1100,MONDO:0009653,N/A,PMID,30120981,PMID:30120981
1101,MONDO:0009653,N/A,PMID,21763169,PMID:21763169
1102,MONDO:0009653,N/A,PMID,10973263,PMID:10973263
1103,MONDO:0009653,N/A,PMID,11786056,PMID:11786056
1104,MONDO:0009653,N/A,PMID,10411915,PMID:10411915
1105,MONDO:0009653,N/A,PMID,29019983,PMID:29019983
1106,MONDO:0009653,N/A,PMID,17239335,PMID:17239335
1107,MONDO:0009653,N/A,PMID,10441585,PMID:10441585
1108,MONDO:0009653,N/A,PMID,15336987,PMID:15336987
1109,MONDO:0009653,N/A,PMID,14749347,PMID:14749347
1110,MONDO:0009653,N/A,PMID,11013137,PMID:11013137
1111,MONDO:0009653,N/A,PMID,11845410,PMID:11845410
1112,MONDO:0009653,N/A,PMID,11030752,PMID:11030752
1113,MONDO:0009653,N/A,PMID,4365943,PMID:4365943
1114,MONDO:0009653,N/A,PMID,15523648,PMID:15523648
1115,MONDO:0009664,N/A,PMID,27044324,PMID:27044324
1116,MONDO:0009664,N/A,PMID,7726235,PMID:7726235
1117,MONDO:0009664,N/A,PMID,10888877,PMID:10888877
1118,MONDO:0009664,N/A,PMID,12754710,PMID:12754710
1119,MONDO:0009664,N/A,PMID,17100991,PMID:17100991
1120,MONDO:0018947,N/A,PMID,23975875,PMID:23975875
1121,MONDO:0018947,N/A,PMID,22068590,PMID:22068590
1122,MONDO:0018947,N/A,PMID,28872460,PMID:28872460
1123,MONDO:0018947,N/A,PMID,27870637,PMID:27870637
1124,MONDO:0018947,N/A,PMID,26035394,PMID:26035394
1125,MONDO:0018947,N/A,PMID,9851916,PMID:9851916
1126,MONDO:0018947,N/A,BNODE,omiaarticlekey5992,Central progressive retinal atrophy in the Labrador Retriever
1127,MONDO:0018947,N/A,BNODE,omiaarticlekey20383,A survey of cataracts in Golden and Labrador Retrievers
1128,MONDO:0018947,N/A,BNODE,omiaarticlekey21759,Postnatal Cerebellar Cortical Degeneration in Labrador  Retriever Puppies
1129,MONDO:0018947,N/A,PMID,1162685,Vertebral body deformation causing wobbler syndrome in a Great Dane
1130,MONDO:0018947,N/A,BNODE,omiaarticlekey4749,Two forms of hereditary and progressive retinal atrophy in the dog. I. The Miniature Poodle. II. The Labrador Retriever
1131,MONDO:0018947,N/A,PMID,1270334,Caudal cervical vertebral malformation and malarticulation in Great Danes and Doberman Pinschers.
1132,MONDO:0018947,N/A,BNODE,omiaarticlekey11819,[Progressive retinal atrophy (PRA) in Labrador Retrievers]
1133,MONDO:0018947,N/A,BNODE,omiaarticlekey5100,[X-ray examinations of animals - particularly dogs - in Denmark in respect of inherited hip joint diseases]
1134,MONDO:0018947,N/A,BNODE,omiaarticlekey8073,Persistent right aortic arch in two Great Dane litter mates
1135,MONDO:0018947,N/A,PMID,1525714,Ocular-Chondrodysplasia in Labrador Retriever Dogs - A  Morphometric and Electron Microscopical Analysis
1136,MONDO:0018947,N/A,PMID,3429845,An extension locus mosaic Labrador retriever dog
1137,MONDO:0018947,N/A,PMID,1441097,Incidence and Clinical Significance of Sesamoid Disease in  Rottweilers
1138,MONDO:0018947,N/A,PMID,15059971,PMID:15059971
1139,MONDO:0018947,N/A,PMID,23917616,PMID:23917616
1140,MONDO:0018947,N/A,PMID,8252844,Age-Related Plasma Concentrations of Growth Hormone (GH) and  Insulin-Like Growth Factor I (IGF-I) in Great Dane Pups Fed  Different Dietary Levels of Protein
1141,MONDO:0018947,N/A,PMID,4687113,"Ataxia of the Great Dane caused by stenosis of the cervical vertebral canal: comparison with similar conditions in the Bassett Hound, Doberman Pinscher and the thoroughbred horse"
1142,MONDO:0018947,N/A,PMID,830631,Retinal dysplasia associated with skeletal abnormalities in Labrador Retrievers
1143,MONDO:0018947,N/A,PMID,2264281,Osteochondrosis of the Lateral Trochlear Ridge of the Talus  in 7 Rottweiler Dogs
1144,MONDO:0018947,N/A,BNODE,omiaarticlekey26861,Clinical Features and Heritability of Osteochondrosis of the  Elbow in Labrador Retrievers
1145,MONDO:0018947,N/A,PMID,8236230,Vitiligo-Poliosis in the Male Rotweiler
1146,MONDO:0018947,N/A,BNODE,omiaarticlekey4697,Hereditary retinal dysplasia in the Labrador Retriever in England and Sweden
1147,MONDO:0018947,N/A,BNODE,omiaarticlekey30151,Retinal and Skeletal Dysplasia in a Field Trial Labrador  Retriever Puppy
1148,MONDO:0018947,N/A,PMID,977449,A muscle disorder of Labrador Retrievers characterized by deficiency of type II muscle fibers
1149,MONDO:0018947,N/A,PMID,3394138,Arthrosis of the elbow joint among Rottweiler dogs. Results from investigations into hereditary disposition
1150,MONDO:0018947,N/A,BNODE,omiaarticlekey1547,Cervical calcinosis circumscripta in three related Great Dane dogs
1151,MONDO:0018947,N/A,BNODE,omiaarticlekey13461,Leukotrichia in a Litter of Labrador Retrievers
1152,MONDO:0018947,N/A,BNODE,omiaarticlekey2279,Inheritance of a neuromuscular disorder of Labrador Retriever dogs
1153,MONDO:0018947,N/A,PMID,25957634,PMID:25957634
1154,MONDO:0018947,N/A,PMID,21135508,PMID:21135508
1155,MONDO:0018947,N/A,PMID,9829274,PMID:9829274
1156,MONDO:0018947,N/A,PMID,23071445,PMID:23071445
1157,MONDO:0018947,N/A,PMID,10063835,PMID:10063835
1158,MONDO:0018947,N/A,PMID,11560892,PMID:11560892
1159,MONDO:0018947,N/A,PMID,21490059,PMID:21490059
1160,MONDO:0018947,N/A,PMID,20434914,PMID:20434914
1161,MONDO:0018947,N/A,PMID,12646134,PMID:12646134
1162,MONDO:0018947,N/A,PMID,24755653,PMID:24755653
1163,MONDO:0018947,N/A,PMID,25589632,PMID:25589632
1164,MONDO:0018947,N/A,PMID,19084976,PMID:19084976
1165,MONDO:0018947,N/A,PMID,23695157,PMID:23695157
1166,MONDO:0018947,N/A,PMID,24591580,PMID:24591580
1167,MONDO:0018947,N/A,PMID,30451841,PMID:30451841
1168,MONDO:0018947,N/A,PMID,25479419,PMID:25479419
1169,MONDO:0018947,N/A,PMID,18817572,PMID:18817572
1170,MONDO:0018947,N/A,PMID,20500434,PMID:20500434
1171,MONDO:0018947,N/A,PMID,12031625,PMID:12031625
1172,MONDO:0018947,N/A,PMID,20227276,PMID:20227276
1173,MONDO:0018947,N/A,PMID,22272187,PMID:22272187
1174,MONDO:0018947,N/A,PMID,20358311,PMID:20358311
1175,MONDO:0018947,N/A,PMID,26240185,PMID:26240185
1176,MONDO:0018947,N/A,PMID,12118066,PMID:12118066
1177,MONDO:0018947,N/A,PMID,28278204,PMID:28278204
1178,MONDO:0018947,N/A,PMID,22096584,PMID:22096584
1179,MONDO:0018947,N/A,PMID,12788949,PMID:12788949
1180,MONDO:0018947,N/A,PMID,17973976,PMID:17973976
1181,MONDO:0018947,N/A,PMID,26633545,PMID:26633545
1182,MONDO:0018947,N/A,PMID,17005396,PMID:17005396
1183,MONDO:0018947,N/A,PMID,29567349,PMID:29567349
1184,MONDO:0018947,N/A,PMID,21076391,PMID:21076391
1185,MONDO:0018947,N/A,PMID,24452262,PMID:24452262
1186,MONDO:0018947,N/A,WormBase,WBPaper00037794,WormBase:WBPaper00037794
1187,MONDO:0018947,N/A,WormBase,WBPaper00035284,WormBase:WBPaper00035284
1188,MONDO:0018947,N/A,WormBase,WBPaper00004883,WormBase:WBPaper00004883
1189,MONDO:0018947,N/A,WormBase,WBPaper00038317,WormBase:WBPaper00038317
1190,MONDO:0018947,N/A,WormBase,WBPaper00006051,WormBase:WBPaper00006051
1191,MONDO:0018947,N/A,WormBase,WBPaper00048406,WormBase:WBPaper00048406
1192,MONDO:0018947,N/A,WormBase,WBPaper00006306,WormBase:WBPaper00006306
1193,MONDO:0018947,N/A,MGI,3510987,MGI:3510987
1194,MONDO:0018947,N/A,PMID,19816564,PMID:19816564
1195,MONDO:0018947,N/A,PMID,23307925,PMID:23307925
1196,MONDO:0018947,N/A,PMID,14565969,PMID:14565969
1197,MONDO:0018947,N/A,PMID,26938784,PMID:26938784
1198,MONDO:0018947,N/A,PMID,22520358,PMID:22520358
1199,MONDO:0018947,N/A,PMID,24549043,PMID:24549043
1200,MONDO:0018947,N/A,WormBase,WBPaper00044932,WormBase:WBPaper00044932
1201,MONDO:0018947,N/A,PMID,26338224,PMID:26338224
1202,MONDO:0018947,N/A,PMID,10215413,PMID:10215413
1203,MONDO:0018947,N/A,PMID,24381816,PMID:24381816
1204,MONDO:0018947,N/A,GO_REF,0000002,GO_REF:0000002
1205,MONDO:0018947,N/A,GO_REF,0000038,GO_REF:0000038
1206,MONDO:0018947,N/A,GO_REF,0000108,GO_REF:0000108
1207,MONDO:0018947,N/A,GO_REF,0000003,GO_REF:0000003
1208,MONDO:0018947,N/A,GO_REF,0000037,GO_REF:0000037
1209,MONDO:0018947,N/A,GO_REF,0000039,GO_REF:0000039
1210,MONDO:0018947,N/A,PMID,22396310,PMID:22396310
1211,MONDO:0018947,N/A,PMID,22335739,PMID:22335739
1212,MONDO:0018947,N/A,PMID,21873635,PMID:21873635
1213,MONDO:0018947,N/A,PMID,21440438,Robb et al; Impaired neuromuscular transmission and response to acetylcholinesterase inhibitors in centronuclear myopathies; Neuromuscular disorders : NMD; 2011; 21(6); 379-386
1214,MONDO:0018947,N/A,PMID,10502779,PMID:10502779
1215,MONDO:0018947,N/A,PMID,20142620,PMID:20142620
1216,MONDO:0018947,N/A,PMID,16760198,PMID:16760198
1217,MONDO:0018947,N/A,PMID,8640223,PMID:8640223
1218,MONDO:0018947,N/A,PMID,27816943,PMID:27816943
1219,MONDO:0018947,N/A,PMID,12707446,PMID:12707446
1220,MONDO:0000179,N/A,PMID,24836451,PMID:24836451
1221,MONDO:0000179,N/A,PMID,31308550,PMID:31308550
1222,MONDO:0000179,N/A,PMID,31308550,PMID:31308550
1223,MONDO:0000179,N/A,PMID,9851916,PMID:9851916
1224,MONDO:0000179,N/A,PMID,9851916,PMID:9851916
1225,MONDO:0000179,N/A,GO_REF,0000002,GO_REF:0000002
1226,MONDO:0000179,N/A,GO_REF,0000002,GO_REF:0000002
1227,MONDO:0000179,N/A,GO_REF,0000038,GO_REF:0000038
1228,MONDO:0000179,N/A,GO_REF,0000003,GO_REF:0000003
1229,MONDO:0000179,N/A,GO_REF,0000037,GO_REF:0000037
1230,MONDO:0000179,N/A,PMID,21873635,PMID:21873635
1231,MONDO:0000179,N/A,PMID,21873635,PMID:21873635
1232,MONDO:0000179,N/A,PMID,19235232,PMID:19235232
1233,MONDO:0000179,N/A,PMID,25152457,PMID:25152457
1234,MONDO:0000179,N/A,PMID,25152457,PMID:25152457
1235,MONDO:0000463,N/A,PMID,20560209,PMID:20560209
1236,MONDO:0000463,N/A,PMID,23313374,PMID:23313374
1237,MONDO:0000463,N/A,PMID,19669792,PMID:19669792
1238,MONDO:0000463,N/A,PMID,21332471,PMID:21332471
1239,MONDO:0000463,N/A,PMID,20560210,PMID:20560210
1240,MONDO:0000463,N/A,PMID,11446407,PMID:11446407
1241,MONDO:0000463,N/A,PMID,25510506,PMID:25510506
1242,MONDO:0000463,N/A,PMID,19839856,PMID:19839856
1243,MONDO:0009897,N/A,PMID,25133958,PMID:25133958
1244,MONDO:0009897,N/A,PMID,26670585,PMID:26670585
1245,MONDO:0008153,N/A,PMID,25219572,PMID:25219572
1246,MONDO:0008153,N/A,PMID,23796510,PMID:23796510
1247,MONDO:0008153,N/A,PMID,8557265,PMID:8557265
1248,MONDO:0008153,N/A,PMID,9876352,PMID:9876352
1249,MONDO:0008153,N/A,PMID,15711092,PMID:15711092
1250,MONDO:0008153,N/A,PMID,18553568,PMID:18553568
1251,MONDO:0008153,N/A,PMID,11784876,PMID:11784876
1252,MONDO:0008153,N/A,PMID,2122458,PMID:2122458
1253,MONDO:0008153,N/A,PMID,1505964,PMID:1505964
1254,MONDO:0008153,N/A,PMID,12605446,PMID:12605446
1255,MONDO:0008153,N/A,PMID,12024004,PMID:12024004
1256,MONDO:0009971,N/A,PMID,12039984,PMID:12039984
1257,MONDO:0009971,N/A,PMID,21828096,PMID:21828096
1258,MONDO:0009971,N/A,PMID,12053176,PMID:12053176
1259,MONDO:0009971,N/A,PMID,10852901,PMID:10852901
1260,MONDO:0009971,N/A,PMID,15545635,PMID:15545635
1261,MONDO:0009971,N/A,PMID,12750401,PMID:12750401
1262,MONDO:0009971,N/A,PMID,11827992,PMID:11827992
1263,MONDO:0009971,N/A,PMID,10229225,PMID:10229225
1264,MONDO:0009971,N/A,PMID,12539040,Stalmans et al; VEGF: a modifier of the del22q11 (DiGeorge) syndrome?; Nature medicine; 2003; 9(2); 173-182
1265,MONDO:0009971,N/A,PMID,10664446,PMID:10664446
1266,MONDO:0010699,N/A,PMID,19123269,PMID:19123269
1267,MONDO:0010699,N/A,PMID,18692475,PMID:18692475
1268,MONDO:0010699,N/A,PMID,9851916,PMID:9851916
1269,MONDO:0010699,N/A,GO_REF,0000002,GO_REF:0000002
1270,MONDO:0010699,N/A,PMID,17701900,PMID:17701900
1271,MONDO:0010699,N/A,PMID,21873635,PMID:21873635
1272,MONDO:0010699,N/A,PMID,27425195,Pei et al; Additive reductions in zebrafish PRPS1 activity result in a spectrum of deficiencies modeling several human PRPS1-associated diseases; Scientific Reports; 2016; 6; 29946
1273,MONDO:0010699,N/A,PMID,24285972,PMID:24285972
1274,MONDO:0010699,N/A,PMID,25491489,PMID:25491489
1275,MONDO:0010699,N/A,PMID,29872546,Pei et al; Guided genetic screen to identify genes essential in the regeneration of hair cells and other tissues; NPJ Regenerative medicine; 2018; 3; 11
1276,MONDO:0010699,N/A,PMID,25182139,PMID:25182139
1277,MONDO:0012221,N/A,PMID,11313741,PMID:11313741
1278,MONDO:0012221,N/A,PMID,1131374,PMID:1131374
1279,MONDO:0012221,N/A,PMID,11251574,PMID:11251574
1280,MONDO:0012221,N/A,PMID,8071745,PMID:8071745
1281,MONDO:0012221,N/A,PMID,2243144,PMID:2243144
1282,MONDO:0012221,N/A,PMID,8040340,PMID:8040340
1283,MONDO:0012221,N/A,PMID,7707696,PMID:7707696
1284,MONDO:0012221,N/A,PMID,8782044,PMID:8782044
1285,MONDO:0010010,N/A,PMID,28346496,PMID:28346496
1286,MONDO:0010010,N/A,PMID,25663181,PMID:25663181
1287,MONDO:0010010,N/A,PMID,25028416,PMID:25028416
1288,MONDO:0010010,N/A,PMID,25852444,PMID:25852444
1289,MONDO:0010010,N/A,PMID,18398855,PMID:18398855
1290,MONDO:0010010,N/A,PMID,20436468,PMID:20436468
1291,MONDO:0010010,N/A,PMID,21371013,PMID:21371013
1292,MONDO:0010010,N/A,PMID,7086596,PMID:7086596
1293,MONDO:0008411,N/A,PMID,9207801,PMID:9207801
1294,MONDO:0008411,N/A,PMID,31308550,PMID:31308550
1295,MONDO:0008411,N/A,PMID,19123269,PMID:19123269
1296,MONDO:0008411,N/A,PMID,12668638,PMID:12668638
1297,MONDO:0008411,N/A,PMID,9851916,PMID:9851916
1298,MONDO:0008411,N/A,PMID,23666922,PMID:23666922
1299,MONDO:0008411,N/A,PMID,16139225,PMID:16139225
1300,MONDO:0008411,N/A,WormBase,WBPaper00026779,WormBase:WBPaper00026779
1301,MONDO:0008411,N/A,GO_REF,0000039,GO_REF:0000039
1302,MONDO:0008411,N/A,WormBase,WBPaper00042402,WormBase:WBPaper00042402
1303,MONDO:0008411,N/A,GO_REF,0000104,GO_REF:0000104
1304,MONDO:0008411,N/A,GO_REF,0000002,GO_REF:0000002
1305,MONDO:0008411,N/A,GO_REF,0000038,GO_REF:0000038
1306,MONDO:0008411,N/A,GO_REF,0000037,GO_REF:0000037
1307,MONDO:0008411,N/A,GO_REF,0000040,GO_REF:0000040
1308,MONDO:0008411,N/A,PMID,21873635,PMID:21873635
1309,MONDO:0008411,N/A,PMID,28145909,PMID:28145909
1310,MONDO:0008411,N/A,PMID,19938096,PMID:19938096
1311,MONDO:0008411,N/A,PMID,16896345,PMID:16896345
1312,MONDO:0008411,N/A,PMID,12668170,PMID:12668170
1313,MONDO:0008411,N/A,PMID,12116211,PMID:12116211
1314,MONDO:0009203,N/A,PMID,1570894,DNA Fingerprinting in Cattle Using the Probe pV47
1315,MONDO:0009203,N/A,BNODE,omiaarticlekey1392,[Determining blood groups in Swiss Brown cattle]
1316,MONDO:0009203,N/A,PMID,1548200,"Phenotypic and Genetic Relationships Between Residual Energy  Intake and Growth, Feed Intake, and Carcass Traits of Young  Bulls"
1317,MONDO:0009203,N/A,PMID,2345201,Inheritance of Calf Mortality for Brown Swiss Cattle
1318,MONDO:0009203,N/A,PMID,17423028,Bovine Progressive Degenerative Myeloencephalopathy (Weaver Syndrome) in Brown Swiss Cattle in Canada: A Literature Review and Case Report.
1319,MONDO:0009203,N/A,PMID,5656922,Smooth tongue in Brown Swiss cattle
1320,MONDO:0009203,N/A,BNODE,omiaarticlekey5691,Albinism among Brown Swiss cattle
1321,MONDO:0009203,N/A,BNODE,omiaarticlekey3723,Recessive colouration in Dutch Belted cattle
1322,MONDO:0009203,N/A,BNODE,omiaarticlekey11380,Genetic Analysis of Cattle Coat Color from Crossbreds with  Swiss Brown
1323,MONDO:0009203,N/A,BNODE,omiaarticlekey776,"Physiological responses of Holstein, Brown Swiss and Red Sindhi crossbred bulls exposed to high temperatures and humidities"
1324,MONDO:0009203,N/A,PMID,8507715,Review of Spinal Muscular Atrophy (SMA) in Brown Swiss Cattle
1325,MONDO:0009203,N/A,BNODE,omiaarticlekey5211,Congenital debility in cattle
1326,MONDO:0009203,N/A,PMID,8270703,Genetic Parameters of Italian Brown Swiss for Levels of Herd  Yield
1327,MONDO:0009203,N/A,BNODE,omiaarticlekey33293,Electron Microscopic Studies of Bovine Progressive  Degenerative Myeloencephalopathy in Brown Swiss Cattle
1328,MONDO:0009203,N/A,BNODE,omiaarticlekey18214,Spinal Muscular Atrophy in Brown Swiss Calves
1329,MONDO:0009203,N/A,PMID,1751394,"Quantitation of Glucocorticoid Receptors in Bovine Skeletal  Muscle - Topographical Distribution, Sex Effect and Breed  Comparisons"
1330,MONDO:0009203,N/A,BNODE,omiaarticlekey1737,Inheritance of an epileptic type character in Brown Swiss cattle
1331,MONDO:0009203,N/A,BNODE,omiaarticlekey31691,Blood Groups in Cattle
1332,MONDO:0009203,N/A,BNODE,omiaarticlekey37134,"Relationship Between Genotype of Sire and Dam, and Plasma  Insulin-Like Growth Factor-I Concentrations in Crossbred Cows  Postpartum"
1333,MONDO:0009203,N/A,BNODE,omiaarticlekey6043,"[Contribution to the study of disorders of the reproductive organs of dairy cows, diagnosed by means of in vivo inspection]"
1334,MONDO:0009203,N/A,BNODE,omiaarticlekey41257,"Bovine Progressive Degenerative Myeloencephalopathy (Weaver  Syndrome) in Brown Swiss Cross Braunvieh Cattle -  Symptomatology, Course, Hematology and Cerebrospinal Fluid  Analysis"
1335,MONDO:0009203,N/A,PMID,929156,Chromosome investigation of Brown Swiss cattle
1336,MONDO:0009203,N/A,PMID,2808166,"Comparison of 2-Way and 3-Way Rotational Crossing, Beef by  Beef and Beef by Brown Swiss Composite Breed Production -  Postweaning Growth and Carcass Traits"
1337,MONDO:0009203,N/A,PMID,8354472,Immunogenetic Similarity and the Distance Between Swiss Brown  Cattle and Other 86 Bovinae Populations
1338,MONDO:0009203,N/A,PMID,1566027,Spinal Muscular Atrophy in Brown Swiss Calves
1339,MONDO:0009203,N/A,PMID,1569276,"Genetic Polymorphism of the Epithelial Mucin, PAS-I, in Milk  Samples from the Major Dairy Breeds"
1340,MONDO:0009203,N/A,PMID,1954864,Inheritance of Convergent Strabismus with Exophthalmus in  Cattle
1341,MONDO:0009203,N/A,PMID,2127493,Ultrastructural Changes in Brown Swiss Cattle Affected with  Bovine Progressive Degenerative Myeloencephalopathy (Weaver  Syndrome)
1342,MONDO:0009203,N/A,BNODE,omiaarticlekey6902,The amputated condition in Brown Swiss cattle
1343,MONDO:0009203,N/A,PMID,4445873,Results of a survey for congenital abnormalities in Swiss Brown cattle in Switzerland
1344,MONDO:0009203,N/A,BNODE,omiaarticlekey38870,The Effect of Breed of Terminal Sire on Production of Beef  Steers
1345,MONDO:0009203,N/A,BNODE,omiaarticlekey9010,Genetic aspects of actinomycosis and actinobacillosis in cattle
1346,MONDO:0009203,N/A,BNODE,omiaarticlekey29627,"Effect of Carcass Pricing Systems on Optimum Slaughter Weight, Energy Level in Feed and Choice of Sirebreed in Beef X Dairy  Breed Young Bull Production"
1347,MONDO:0009203,N/A,BNODE,omiaarticlekey12579,"Comparative Performance of Halfbreds of Holstein-Friesian,  Brown Swiss and Jersey with Hariana in Semi-Arid Tropics"
1348,MONDO:0009203,N/A,PMID,1638959,Spinal Muscular Atrophy (SMA) in Calves of Brown Swiss X  Deutsches Braunvieh
1349,MONDO:0009203,N/A,PMID,1772392,Epidemiologic and Genetic Analysis of Veterinary Recorded Data in German Brown Swiss Cattle
1350,MONDO:0009203,N/A,BNODE,omiaarticlekey4025,[Determination of serum transferrin and haemoglobin types in Swiss cattle breeds]
1351,MONDO:0009203,N/A,BNODE,omiaarticlekey39116,Genetic Analysis of Erythrocyte Potassium Concentration in  Cattle
1352,MONDO:0009203,N/A,BNODE,omiaarticlekey33362,"Malformations and Genetic Disorders in Cattle - Registration,  Frequencies and Control of Hereditary Diseases in the AI- Derived Braunvieh Population"
1353,MONDO:0009203,N/A,BNODE,omiaarticlekey7676,"Genetic polymorphism in caseins of cow's milk. III. Isolation and properties of a sI-caseins A,B and C"
1354,MONDO:0009203,N/A,PMID,1472379,A Comparison Between Invitro Fertilization and Microinjection  of Immobilized Spermatozoa from Bulls Producing Spermatozoa  with Defects
1355,MONDO:0009203,N/A,BNODE,omiaarticlekey28062,Histochemical and Morphometric Studies of Peripheral Muscle  in Bovine Progressive Degenerative Myeloencephalopathy of  Brown Swiss Cattle
