,gardid,disease,pmid,pubTypes,title,url,abstract
279,GARD:0002326,Fibromuscular dysplasia,30698711,"[""Research Support, Non-U.S. Gov't"", 'research-article', 'Multicenter Study', 'Journal Article', 'Observational Study']",Canadian spontaneous coronary artery dissection cohort study: in-hospital and 30-day outcomes.,https://pubmed.ncbi.nlm.nih.gov/30698711,"AIMS:Spontaneous coronary artery dissection (SCAD) was underdiagnosed and poorly understood for decades. It is increasingly recognized as an important cause of myocardial infarction (MI) in women. We aimed to assess the natural history of SCAD, which has not been adequately explored. METHODS AND RESULTS:We performed a multicentre, prospective, observational study of patients with non-atherosclerotic SCAD presenting acutely from 22 centres in North America. Institutional ethics approval and patient consents were obtained. We recorded baseline demographics, in-hospital characteristics, precipitating/predisposing conditions, angiographic features (assessed by core laboratory), in-hospital major adverse events (MAE), and 30-day major adverse cardiovascular events (MACE). We prospectively enrolled 750 SCAD patients from June 2014 to June 2018. Mean age was 51.8 ± 10.2 years, 88.5% were women (55.0% postmenopausal), 87.7% were Caucasian, and 33.9% had no cardiac risk factors. Emotional stress was reported in 50.3%, and physical stress in 28.9% (9.8% lifting >50 pounds). Predisposing conditions included fibromuscular dysplasia 31.1% (45.2% had no/incomplete screening), systemic inflammatory diseases 4.7%, peripartum 4.5%, and connective tissue disorders 3.6%. Most were treated conservatively (84.3%), but 14.1% underwent percutaneous coronary intervention and 0.7% coronary artery bypass surgery. In-hospital composite MAE was 8.8%; peripartum SCAD patients had higher in-hospital MAE (20.6% vs. 8.2%, P = 0.023). Overall 30-day MACE was 8.8%. Peripartum SCAD and connective tissue disease were independent predictors of 30-day MACE. CONCLUSION:Spontaneous coronary artery dissection predominantly affects women and presents with MI. Despite majority of patients being treated conservatively, survival was good. However, significant cardiovascular complications occurred within 30 days. Long-term follow-up and further investigations on management are warranted."
280,GARD:0002326,Fibromuscular dysplasia,30571430,"['Systematic Review', 'Journal Article']",A Systematic Literature Review of Patients With Carotid Web and Acute Ischemic Stroke.,https://pubmed.ncbi.nlm.nih.gov/30571430,"Background and Purpose- Carotid web (CW) is a rare form of focal fibromuscular dysplasia defined as an abnormal shelf-like projection of intimal fibrous tissue into the carotid bulb. It is theorized that CW leads to ischemic stroke secondary to blood flow stasis and subsequent embolization. The natural history and optimal management of CW are unclear. To address this knowledge gap, we performed a systematic literature review (SLR) of CW. Methods- Our librarians performed a SLR for CW and related terminology. Patient-level demographics, stroke risk factors, neuroimaging findings, stroke recurrence or stroke free-duration, and treatment modality were extracted. We used descriptive statistics to characterize our results. When specific patient-level metrics were not reported, the denominators for reporting percentage calculations were adjusted accordingly. Results- Our literature search produced 1150 articles. Thirty-seven articles including 158 patients (median age 46 years [range 16-85], 68% women, 76% symptomatic) met entry criteria and were included in our SLR. Of the symptomatic CW patients: 57% did not have stroke risk factors, 56% who received medical therapy had recurrent stroke (median 12 months, range 0-97), and 72% were ultimately treated with carotid revascularization (50% carotid stenting, 50% carotid endarterectomy). There were no periprocedural complications or recurrent strokes in carotid revascularization patients. Conclusions- CW leads to ischemic stroke in younger patients without conventional stroke risk factors. We found a high stroke recurrence rate in medically managed symptomatic CW patients, whereas carotid revascularization effectively prevented recurrent stroke. Our findings should be interpreted with caution because of risk of publication and reporting bias."
281,GARD:0002326,Fibromuscular dysplasia,30398546,"['Review', 'Journal Article']",Current Understanding and Gaps in Research of Carotid Webs in Ischemic Strokes: A Review.,https://pubmed.ncbi.nlm.nih.gov/30398546,"Importance:A succession of research has explored the linkage between carotid webs (CaWs) and ischemic strokes. Imaging and pathologic analysis have defined CaW as an intimal variant of fibromuscular dysplasia, which appears as a shelflike lesion on the posterior aspect of the carotid bulb, more specifically at the origin of internal carotid artery. Reported findings of carotid webs in young patients with recurrent ischemic strokes without an otherwise determined cause have raised questions about the mechanism, natural history, and need for intervention. This review addresses the current understanding of CaW and highlights findings that prompt further investigation into this unique vascular entity as a modifiable stroke risk factor. Observations:Imaging analysis demonstrates hemodynamic disturbance in the presence of CaWs. The protuberant shelflike structure creates a pocket therein that may subsequently lead to local thrombosis and cerebral embolism. Computed tomographic angiography is an accurate and often used noninvasive diagnostic modality. Although treatment paradigms have not been systematically evaluated, antiplatelet monotherapy may not be sufficient to reduce recurrent ischemic events in the small series of patients with stroke and symptomatic CaWs. Conclusions and Relevance:The limited clinical data on CaWs, although complicated by selection bias, suggest an increased prevalence of these vascular entities in cerebral ischemic events among patients younger than 60 years. Imaging suggests CaW to be a possible nidus for cerebral thromboembolism. Physicians should consider CaW as a cause of stroke in younger patients with anterior circulation ischemic strokes of an otherwise undetermined cause. Treatment options in CaWs with ischemic strokes have not been extensively investigated. Multicenter observational studies evaluating the natural history of CaW are warranted."
282,GARD:0002326,Fibromuscular dysplasia,30064124,"[""Research Support, Non-U.S. Gov't"", 'Journal Article']",Natural History of Cervical Artery Fibromuscular Dysplasia and Associated Neurovascular Events.,https://pubmed.ncbi.nlm.nih.gov/30064124,"BACKGROUND AND PURPOSE:Fibromuscular dysplasia (FMD) is a non-atherosclerotic arteriopathy most often affecting the carotid and renal arteries. In the United States Registry for FMD, 41.7% of patients experienced an aneurysm and/or dissection by the time of entry into the Registry. We sought to determine the occurrence of neurovascular events after FMD diagnosis and any changes on cervical artery imaging that may be attributable to FMD. METHODS:Patients followed at the Mount Sinai Medical Center (US Registry for FMD enrollment center) with confirmed FMD and > 1 cervical artery imaging study (at least ± 6 months from the baseline carotid duplex ultrasound [CDU]) between the years 2003 and 2015 were included. Medical records and cervical artery imaging ([CDU], magnetic resonance angiogram [MRA], and computed tomography angiogram [CTA]) were reviewed. New arterial dissection, aneurysm, transient ischemic attack, stroke, or new FMD findings were recorded. RESULTS:Among 146 FMD patients with complete information, 52 (35.6%) had an aneurysm and 52 (35.6%) had a dissection. Mean clinical follow-up was 35.3 ± 25.3 months (range 5-153 months); patients underwent 4 ± 2.7 CDU (range 1-17); 86.3% had ≥1 neck MRA or CTA. After FMD diagnosis, 3 patients (2%) experienced a new carotid artery dissection; 1 patient experienced a stroke due to concomitant atherosclerosis. No new aneurysms occurred. In patients with cervical artery FMD, imaging findings remained stable throughout follow-up. No patient developed new cervical artery FMD findings on follow-up imaging. CONCLUSIONS:No new cervical artery FMD or aneurysm was observed on subsequent imaging. New carotid dissection was uncommon over a mean follow-up period of 35.3 ± 25.3 months and was the only non-atherosclerotic vascular event observed after FMD diagnosis."
283,GARD:0002327,Fibrosarcoma,30948896,"['Case Reports', 'case-report']",Ameloblastic Fibrosarcoma in Pregnancy: an Unreported Entity!,https://pubmed.ncbi.nlm.nih.gov/30948896,"AFS is a rare tumor of odontogenic origin. Less than 100 cases have been reported so far in the literature. Due to its extreme rarity, we do not have clear management guidelines at present. The entire clinical spectrum and natural history of this uncommon malignancy is unknown. Most of the cases present with facial swelling along with varying degrees of oral signs and symptoms. AFS has higher incidence in male and common in third decade of life. However, presentation in female can be unique and may have a different course and outcome then what is known to us. The association of pregnancy and AFS is interesting and has hardly been emphasized before. Pregnancy can dramatically boost the growth of this tumor leading to impending airway obstruction or fatal hemorrhage. We report a case of an 18-year-old pregnant female who presented with rapidly enlarging bleeding mandibular mass and respiratory distress and present the challenges in its surgical management along with it long-term outcome on follow-up. We also discuss and explore the probable role of AFS in context of pregnancy and its oncological outcome."
284,GARD:0002327,Fibrosarcoma,30788087,"['Case Reports', 'case-report']",Collapsed wall: destructive and reconstructive surgery of anterior abdominal wall tumour in a young girl.,https://pubmed.ncbi.nlm.nih.gov/30788087,"Natural history of abdominal wall soft tissue sarcoma is still poorly understood due to its rarity. In unpublished data of our institution, only seven cases of abdominal wall soft sarcoma with ICD-10 coding of 49.4 were found for past 10 years. We illustrate a case of juvenile fibrosarcoma of anterior abdominal wall. This is a case of young girl with anterior abdominal wall tumour, underwent wide local excision with immediate reconstruction. There are few options of surgical treatment for this case, but which is the best. It is always a challenge in managing young patient with giant abdominal wall defect in view of long term effect namely weakened abdominal wall, pregnancy related issue and risk of herniation and surgical site recurrence as well."
285,GARD:0002327,Fibrosarcoma,29240584,"['Journal Article', 'Research Support, N.I.H., Extramural']",Dermatofibrosarcoma Protuberans of Distal Extremities and Acral Sites: A Clinicopathologic Analysis of 27 Cases.,https://pubmed.ncbi.nlm.nih.gov/29240584,"Dermatofibrosarcoma protuberans (DFSP) of the distal extremities and acral sites are extremely rare and incompletely characterized. Twenty-seven DFSP occurring in these sites were retrieved from our collective archives and reevaluated. Tumors occurred in 16 males and 11 females. Median age at presentation was 42.5 years (range, 7 to 78 y). Lesions involved the foot (18 with 6 in the toes and 2 on the plantar foot), distal ankle (4), hand (4 with 2 in the thumbs), and wrist (1). All cases showed predominantly classic DFSP morphology and were diffusely CD34 positive. Myxoid change, melanin pigmented, and giant cell fibroblastoma foci were each present in 1 case, respectively. Fibrosarcomatous change was present in 3 cases. Fluorescent in situ hybridization demonstrated PDGFB gene rearrangement in 9 of 10 tested cases. Clinical follow-up was available in 21 cases (median, 36.1 mo; range, 1 to 152 mo) and revealed 4 local recurrences. Four patients underwent digital amputation for unresectable recurrent disease. An additional patient underwent multiple resections with positive margins and elected to receive imatinib mesylate therapy. After a 2-year course, the patient has no evidence of residual disease (40 mo). No metastases were documented in any of the cases studied. The natural history of DFSP of distal extremities and acral sites is similar to that of its counterparts elsewhere. A high index of suspicion, careful morphologic examination for key histologic features of DFSP, and in selected cases, molecular studies to identify the pathognomonic COL1A1-PDGFB gene fusion should facilitate the distinction of these rare, locally aggressive neoplasms from morphologic mimics that may arise in distal extremities and acral sites."
286,GARD:0002327,Fibrosarcoma,28447903,"['Review', 'Journal Article']",Low-Grade Sinonasal Sarcoma With Neural and Myogenic Features: A Recently Discovered Entity With Unique Features and Diagnostic Challenge.,https://pubmed.ncbi.nlm.nih.gov/28447903,"Low-grade sinonasal sarcoma with neural and myogenic features is an entity recently described in the literature. Little is known about its etiopathogenesis, natural history, or optimal treatment. In fact, it has relatively unique findings: it has a distinctive cytogenetic signature, and it expresses both smooth muscle actin and S100 protein. However, its diagnosis is challenging on biopsies showing negative staining for these 2 markers. The differential diagnoses include fibrosarcoma, malignant peripheral nerve sheath tumors, and other benign and malignant lesions. A complete resection, with or without radiotherapy, is required because this lesion appears to be locally aggressive. However, the clinical outcome seems to be good. Low-grade sinonasal sarcoma with neural and myogenic features merits classification as an independent tumor in the next World Health Organization classification of head and neck tumors. Reports of additional cases are required to support its unique classification."
287,GARD:0002327,Fibrosarcoma,27298287,"['Review', 'Journal Article', 'Case Reports', 'case-report']",Giant myxofibrosarcoma of the orbit: a rare case and a review of the literature.,https://pubmed.ncbi.nlm.nih.gov/27298287,"A 65-year-old man presented with giant orbital myxofibrosarcoma with no extraorbital extension. Imaging was suggestive of mesenchymal malignancy with significant vascularity. Incisional biopsy was suggestive of low-grade fibromyxoid sarcoma. The clinical and imaging features did not support the pathological diagnosis. Histopathology of the exenterated sample revealed features of high-grade myxofibrosarcoma. To the best of our knowledge, this is the largest reported myxofibrosarcoma of the orbit. Adjuvant radiotherapy was advised. Correlating the case history, imaging and histopathology, this case can best be summarised as a natural history of conversion from a low to high-grade myxoid malignancy. We emphasise that the overlapping features of myxoid malignancy (fibromyxosarcoma vs myxofibrosarcoma) and regional variation in tumour morphology in biopsy specimen may mislead the clinician. Therefore, knowledge about the key differentiating features as well as incisional biopsy of each radiologically different area can increase the possibility of correct diagnosis and management of each case."
288,GARD:0002329,Fibula aplasia complex brachydactyly,N/A,N/A,,N/A,N/A
289,GARD:0002331,Fibular aplasia ectrodactyly,N/A,N/A,,N/A,N/A
290,GARD:0002333,Fibular hypoplasia scapulo pelvic dysplasia absent,N/A,N/A,,N/A,N/A
291,GARD:0002336,Absence of fingerprints congenital milia,N/A,N/A,,N/A,N/A
292,GARD:0002339,"Familial amyloidosis, Finnish type",31718691,"[""Research Support, Non-U.S. Gov't"", 'research-article', 'Journal Article']",Clinical characteristics and prognosis of Chinese patients with hereditary transthyretin amyloid cardiomyopathy.,https://pubmed.ncbi.nlm.nih.gov/31718691,"BACKGROUND:Hereditary transthyretin amyloid cardiomyopathy (ATTR-CM) is an increasingly recognized progressive cardiomyopathy with heterogenous clinical manifestations that lead to its misdiagnosis and poor prognosis. This study was performed to describe the clinical characteristics and natural history of Chinese patients to improve clinical awareness of this condition. METHODS:In this study, we retrospectively investigated 23 patients with a confirmed diagnosis of hereditary ATTR-CM in Peking Union Medical College hospital from From January 1, 2000 to December 31, 2018. RESULTS:In all, 16 patients (69.6%) were males, the median age at disease onset was 45 (33,55) years old. The median duration from symptom onset to diagnosis was 30 (18,46) months. Phenotypes were classified as exclusively cardiac (n = 1, 4.3%) and mixed type (n = 22, 95.6%). The common mutations were Gly47Arg (7 patients [30.4%]) and Val30Ala (3 patients [13%]). Ventricular hypertrophy was observed in 23 (100%) patients, the mean thickness of the ventricular septum was 16.1 ± 3.9 mm, the mean thickness of the left ventricular posterior wall was 15.1 ± 2.8 mm. The mean left ventricle ejection fraction (LVEF) was 57.3 ± 11.9% and only 5 patients (21.7%) had LVEF < 50%. 18 (78.3%) patients had abnormal electrocardiography and the most common feature was pseudoinfarct pattern (56.5%). Overall survival at 12, 24, 36, 48, and 60 months after diagnosis was 77.8, 55.6, 38.9, 27.8, and 11.1%, respectively. Survival was better in patients with EF ≥50% than in those with EF < 50% [log Rank (Mantel-Cox), χ2 = 4.03, P = 0.045]. CONCLUSIONS:The clinical characteristics of ATTR are heterogeneous: men are more likely to be affected and onset symptoms are not obvious in the heart and mainly include peripheral neuropathy and autonomic neuropathy; however, LV hypertrophy, especially a thick ventricular septum and posterior wall with preserved LVEF, are often detected on echocardiography. Abnormal ECG manifestations are common. The prognosis is poor, and patients with EF > 50% have better survival. Clinicians should be more aware of the complex clinical profile of ATTR amyloidosis to avoid misdiagnosis in practice."
293,GARD:0002339,"Familial amyloidosis, Finnish type",31562191,"[""Research Support, Non-U.S. Gov't"", 'Journal Article']",Natural history and long-term effects of variant protein reduction in non-V30M ATTR amyloidosis.,https://pubmed.ncbi.nlm.nih.gov/31562191,Not Found
294,GARD:0002339,"Familial amyloidosis, Finnish type",31369882,"['Journal Article', 'Case Reports']",Where Neurosurgery Meets Heart Failure: A Case Report of a Patient with Amyloid Transthyretin Wild Type in the Ligamentum Flavum and Cardiac Tissue with Bilateral Carpal Tunnel Syndrome.,https://pubmed.ncbi.nlm.nih.gov/31369882,"BACKGROUND:Transthyretin wild-type (ATTRwt) amyloidosis is a systemic process resulting in deposition of misfolded transthyretin protein in several different tissues throughout the body. It is known to be a cause of progressive, life-threatening cardiomyopathy and lumbar spinal stenosis and carpal tunnel syndrome. CASE DESCRIPTION:Here we present the case of a 71-year-old man who has clinical manifestations of all 3 entities over several years, providing a picture of the natural history of ATTRwt amyloidosis. This patient eventually underwent a heart transplant because of progressive cardiac amyloidosis (CA) resulting in end-stage heart failure. However, symptoms in carpal tunnel and lumbar spine manifested years before the symptoms of heart failure. ATTRwt amyloidosis may present as a clinical triad of lumbar stenosis, carpal tunnel syndrome, and heart failure. Recently developed medications have shown efficacy in slowing the progress of systemic and cardiac amyloidosis. CONCLUSIONS:Knowing that extracardiac symptoms may occur first, we propose that sending ligamentum flavum and flexor tenosynovium for pathologic evaluation may be a unique opportunity to screen and treat a population of patients at risk for developing CA and heart failure."
295,GARD:0002339,"Familial amyloidosis, Finnish type",31358675,"['Comment', 'Journal Article']",Author response: Natural history and survival in stage 1 Val30Met transthyretin familial amyloid polyneuropathy.,https://pubmed.ncbi.nlm.nih.gov/31358675,Not Found
296,GARD:0002339,"Familial amyloidosis, Finnish type",31358673,"['Comment', 'Journal Article']",Reader response: Natural history and survival in stage 1 Val30Met transthyretin familial amyloid polyneuropathy.,https://pubmed.ncbi.nlm.nih.gov/31358673,Not Found
297,GARD:0002342,Fitzsimmons Walson Mellor syndrome,N/A,N/A,,N/A,N/A
298,GARD:0002343,Fitzsimmons-Guilbert syndrome,N/A,N/A,,N/A,N/A
299,GARD:0002344,Fitzsimmons syndrome,N/A,N/A,,N/A,N/A
300,GARD:0002346,FLOTCH syndrome,N/A,N/A,,N/A,N/A
301,GARD:0002347,Flynn Aird syndrome,N/A,N/A,,N/A,N/A
302,GARD:0002349,Focal alopecia congenital megalencephaly,N/A,N/A,,N/A,N/A
303,GARD:0002350,Focal or multifocal malformations in neuronal migration,31891984,['Journal Article'],Face-to-face interactions between mothers and female infants in wild bearded capuchin monkeys (Sapajus libidinosus).,https://pubmed.ncbi.nlm.nih.gov/31891984,"Once considered uniquely human, mother-infant face-to-face interactions (FF) were observed in a few captive primates. In these studies, FF were correlated to physical contact suggesting a mechanism mediating proximity between mother and infant, as is the case for humans. We investigated this hypothesis in wild capuchin monkeys (Sapajus libidinosus) during the first year of life of eight female infants. Data were weekly focal-day videos of infants from which we recorded FF with mothers. We expected FF would increase with infants' age (as time in contact with mothers decreased) and would more likely occur in the absence of physical contact between the dyad. There was no effect of age in the proportion of interaction time spent in FF, nor in types of FF. A quarter of FF episodes occurred in the absence of physical contact between the dyad, and in most of them physical contact was resumed following the FF. Contrary to predictions, the stability in the first year, mainly when mothers-female infants were in contact, indicates that FF act primarily promoting opportunities for affective communication and intuitive care. However, we found some supportive evidence for the hypothesis that FF regulate proximity between mother and infant, mainly in resume physical contact."
304,GARD:0002350,Focal or multifocal malformations in neuronal migration,31891964,"['Journal Article', 'case-report']",A Case in Which Focal Convulsion Was the Initial Sign of Fatal Aortic Dissection.,https://pubmed.ncbi.nlm.nih.gov/31891964,"Focal convulsion as an initial sign of aortic dissection is extremely rare. Type A aortic dissection involves the aortic arch, which may result in seizure either through the extension of the dissection into the common carotid arteries or through thromboembolism or cerebral hypoperfusion. Physicians should perform whole body computed tomography to determine whether or not dissection is present when treating patients with convulsion and a high level of fibrin degradation products."
305,GARD:0002350,Focal or multifocal malformations in neuronal migration,31891529,"[""Research Support, Non-U.S. Gov't"", 'Journal Article']",The Need to Refocus on the Group as the Site of Radicalization.,https://pubmed.ncbi.nlm.nih.gov/31891529,"The past decade has witnessed burgeoning efforts among governments to prevent people from developing a commitment to violent extremism (conceived of as a process of radicalization). These interventions acknowledge the importance of group processes yet in practice primarily focus on the idiosyncratic personal vulnerabilities that lead people to engage in violence. This conceptualization is problematic because it disconnects the individual from the group and fails to adequately address the role of group processes in radicalization. To address this shortcoming, we propose a genuinely social psychological account of radicalization as an alternative. We draw on recent developments in theory and research in psychological science to suggest that radicalization is fundamentally a group socialization process through which people develop identification with a set of norms-that may be violent or nonviolent-through situated social interactions that leverage their shared perceptions and experiences. Our alternative provides a way of understanding shifts toward violent extremism that are caused by both the content (focal topics) and process of social interactions. This means that people's radicalization to violence is inseparable from the social context in which their social interactions take place."
306,GARD:0002350,Focal or multifocal malformations in neuronal migration,31891300,"[""Research Support, Non-U.S. Gov't"", 'research-article', 'Journal Article']","Nursing Research Priorities in Critical Care, Pulmonary, and Sleep: International Delphi Survey of Nurses, Patients, and Caregivers.",https://pubmed.ncbi.nlm.nih.gov/31891300,"The objective of this workshop was to determine current nursing research priorities in critical care, adult pulmonary, and sleep conditions through input from consumer (patient, family, and formal and informal caregivers) and nursing experts around the world. Working groups composed of nurses and patients selected potential research priorities based on patient insight and a literature review of patient-reported outcomes, patient-reported experiences, and processes and clinical outcomes in the focal areas. A Delphi consensus approach, using a qualitative survey method to elicit expert opinion from nurses and consumers was conducted. Two rounds of online surveys available in English, Spanish, and Chinese were completed. A 75% or greater threshold for endorsement (combined responses from nursing and consumer participants) was determined a priori to retain survey items. A total of 837 participants (649 nurses and 188 patients, family, and/or caregivers) from 45 countries responded. Survey data were analyzed and nursing research priorities that comprise 23 critical care, 45 adult pulmonary, and 16 sleep items were identified. This project was successful in engaging a wide variety of nursing and consumer experts, applying a patient-reported outcome/patient-reported experience framework for organizing and understanding research priorities. The project outcome was a research agenda to inform, guide, and aid nurse scientists, educators, and providers, and to advise agencies that provide research and program funding in these fields."
307,GARD:0002350,Focal or multifocal malformations in neuronal migration,31891054,"['research-article', 'Journal Article']",P-MAPA and IL-12 Differentially Regulate Proteins Associated with Ovarian Cancer Progression: A Proteomic Study.,https://pubmed.ncbi.nlm.nih.gov/31891054,"To investigate the potential role of immunotherapies in the cellular and molecular mechanisms associated with ovarian cancer (OC), we applied a comparative proteomic toll using protein identification combined with mass spectrometry. Herein, the effects of the protein aggregate magnesium-ammonium phospholinoleate-palmitoleate anhydride, known as P-MAPA, and the human recombinant interleukin-12 (hrIL-12) were tested alone or in combination in human SKOV-3 cells. The doses and period were defined based on a previous study, which showed that 25 μg/mL P-MAPA and 1 ng/mL IL-12 are sufficient to reduce cell metabolism after 48 h. Indeed, among 2,881 proteins modulated by the treatments, 532 of them were strictly concordant and common. P-MAPA therapy upregulated proteins involved in tight junction, focal adhesion, ribosome constitution, GTP hydrolysis, semaphorin interactions, and expression of SLIT and ROBO, whereas it downregulated ERBB4 signaling, toll-like receptor signaling, regulation of NOTCH 4, and the ubiquitin proteasome pathway. In addition, IL-12 therapy led to upregulation of leukocyte migration, tight junction, and cell signaling, while cell communication, cell metabolism, and Wnt signaling were significantly downregulated in OC cells. A clear majority of proteins that were overexpressed by the combination of P-MAPA with IL-12 are involved in tight junction, focal adhesion, DNA methylation, metabolism of RNA, and ribosomal function; only a small number of downregulated proteins were involved in cell signaling, energy and mitochondrial processes, cell oxidation and senescence, and Wnt signaling. These findings suggest that P-MAPA and IL-12 efficiently regulated important proteins associated with OC progression; these altered proteins may represent potential targets for OC treatment in addition to its immunoadjuvant effects."
308,GARD:0002351,Foix Chavany Marie syndrome,30328523,"['Journal Article', 'Case Reports', 'case-report']",Foix-Chavany-Marie syndrome secondary to bilateral traumatic operculum injury.,https://pubmed.ncbi.nlm.nih.gov/30328523,"This report describes a case of a 62-year-old man who developed Foix-Chavany-Marie syndrome subsequent to traumatic brain injury. The initial presentation of the syndrome was profound loss of voluntary control of orofacial muscles, causing a loss of speech and impairment of swallow. Over subsequent months, a remarkable recovery of these functions was observed. The natural history of FCMS in this case was favourable, with good improvement in function over months. Furthermore, the pattern of bilateral opercular injury was more readily recognised on MRI than on CT, supporting the role of MRI in cases of traumatic brain injury."
309,GARD:0002354,Basaloid follicular hamartoma,N/A,N/A,,N/A,N/A
310,GARD:0002355,"Ichthyosis, follicular",N/A,N/A,,N/A,N/A
311,GARD:0002356,Follicular lymphoma,31044268,"['Journal Article', 'Case Reports']",Incidental lymphoma in lymph node dissection for carcinoma in the abdominopelvic cavity: a single-institution experience.,https://pubmed.ncbi.nlm.nih.gov/31044268,"Incidental detection of lymphoma in lymph node (LN) dissection for carcinoma is extremely rare. The occurrence and clinicopathological features of this rare condition have not been characterised. The medical records of 11,889 consecutive patients who underwent LN dissection for carcinoma in the abdominopelvic cavity were retrospectively reviewed. Among these patients, 11 had lymphomas detected in LN dissections and 7 had no previous history of lymphoma, representing an incidental detection rate of 0.06% (7/11889). The patients had a median age of 63 years (range, 48-69 years), and the male-to-female ratio was 1:2.5. The sites and histological types of the carcinoma were as follows: adenocarcinoma of the sigmoid colon (2 cases), endometrioid adenocarcinoma of the endometrium (2 cases), squamous carcinoma of the uterine cervix (1 case), adenocarcinoma of the stomach (1 case), and adenocarcinoma of the rectum (1 case). All incidental lymphoma cases (100%, 7/7) were low-grade B cell non-Hodgkin lymphoma (B-NHL), including 5 cases of follicular lymphoma (grades 1-2) and 2 cases of small lymphocytic lymphoma. The median follow-up interval was 39 months (5-65 months). All the patients were alive at the end of the follow-up period. Low-grade B-NHL can be incidentally detected during LN dissection for carcinoma in the abdominopelvic cavity. The subtype of incidental lymphoma is likely related to the epidemiology of lymphoma classes in the corresponding area. We should be aware of simultaneous occurrence of incidental lymphoma during lymphadenectomy for carcinoma."
312,GARD:0002356,Follicular lymphoma,30840776,"['Comparative Study', 'Clinical Trial', 'Multicenter Study', 'Journal Article']",Transformed follicular lymphoma in the rituximab era: A report from the Spanish Lymphoma Oncology Group.,https://pubmed.ncbi.nlm.nih.gov/30840776,"Follicular lymphoma (FL) is the second most common non-Hodgkin lymphoma (NHL) subtype. The histological transformation (HT) of FL is an event considered frequent in the natural history of this tumor. We studied the transformation rates, predictive factors, and treatment characteristics that may impact in the survival of patients with FL and HT. A total of 1074 patients diagnosed with FL were prospectively enrolled from 1990 to 2016 in a Spanish registry. Sixty-four HTs were recorded based on clinical criteria (55%) or histological confirmation (45%). The cumulative incidence rate of transformation at 5 years is 7.3%. The 5-year overall survival (OS) without HT was 85% (95% confidence interval [CI], 70%-90%) vs 66% (95% CI, 51%-76%; P = 0.0012) with HT. Factors associated with HT were elevated lactate dehydrogenase (LDH) (odds ratio [OR] 1.83), intermediate-high Follicular lymphoma international prognostic index (FLIPI) (OR 2.16-OR 3.21), B symptoms (OR 2.46), or Eastern Cooperative Oncology Group (ECOG) 1 (OR 2.35). Treatment options related to HT were ""watch and wait"" or no rituximab or anthracyclines initially. A 5-year OS for patients treated with chemotherapy before HT was 55% (95% CI, 38%-69%) versus 81% (95% CI, 53%-93%; P = 0.009) for those who had not received it. The HT rate has decreased after the introduction of rituximab, as has been previously described. The timing of this treatment had an impact on the survival of these patients."
313,GARD:0002356,Follicular lymphoma,29523959,"['Journal Article', 'Case Reports']",The light at the end of the tunnel: an unusual case of acute kidney injury in a pediatric patient: Answers.,https://pubmed.ncbi.nlm.nih.gov/29523959,"Monoclonal gammopathies are a rare diagnosis in pediatric patients. A 19-year-old female patient with past medical history of hypogammaglobulinemia and natural killer cell deficiency and stage III follicular lymphoma, in remission, presented with a right-sided pneumonia, noted to have acute kidney injury and proteinuria. Complement C3 and C4 levels were normal. Anti-double-stranded DNA antibodies, antinuclear antibodies, anti-extractable nuclear antigen antibodies, and antineutrophil cytoplasmic antibodies were negative. A renal biopsy showed numerous fractured tubular casts that were periodic acid-Schiff and silver-stain negative and fuchsinophilic on trichrome stain, with associated giant cells, tubulitis, acute tubular injury, and tubular rupture. The tubular casts had 3+ staining for lambda light chains and 0-1+ staining for kappa light chains. These findings were consistent with light chain cast nephropathy (LCCN). Serum free light chains, serum immunofixation, urine protein electrophoresis, and urine immunofixation studies supported the renal biopsy diagnosis of LCCN. A bone marrow biopsy showed normal trilineage hematopoiesis and also revealed an atypical B cell population detected by flow cytometry. Pathology specimens from lesions in the distal small bowel were characteristic of diffuse large B cell lymphoma (DLBCL). Chemoreduction therapy followed by chemotherapy was initiated for the DLBCL. Three months after initiation of chemotherapy, the patient's creatinine has improved by > 50%. The likely cause of her LCCN was the new diagnosis of a DLBCL. Other risk factors include her history of hypogammaglobulinemia, natural killer (NK) cell deficiency, community-acquired pneumonia, and prior follicular lymphoma. Our patient may be the youngest reported case of LCCN. Treatment of LCCN is based on treating the underlying clonal plasma cell or B cell proliferation, typically with chemotherapy."
