,gardid,disease,pmid,pubTypes,title,url,abstract
70,GARD:0001999,Congenital dyserythropoietic anemia,11493480,"[""Research Support, Non-U.S. Gov't"", 'Journal Article']",Natural history of congenital dyserythropoietic anemia type II.,https://pubmed.ncbi.nlm.nih.gov/11493480,"Congenital dyserythropoietic anemia type II (CDA-II) is an autosomal recessive disease characterized by anemia, jaundice, splenomegaly, and erythroblast multinuclearity. The natural history of the disease is unknown. The frequency, the relevance of complications, and the use of splenectomy are poorly defined. This study examined 98 patients from unrelated families enrolled in the International Registry of CDA-II. Retrospective data were obtained using an appropriate questionnaire. The mean age at presentation was 5.2 +/- 6.1 years. Anemia was present in 66% and jaundice in 53.4% of cases. The mean age at correct diagnosis was 15.9 +/- 11.8 years. Twenty-three percent of patients for whom data were available developed anemia during the neonatal period, and 10 of these individuals required transfusions. Splenectomy produced an increased hemoglobin (P <.001) and a reduced bilirubin level (P =.007) in comparison with values before splenectomy. Preliminary data indicate that iron overload occurs irrespective of the hemochromatosis genotype. (Blood. 2001;98:1258-1260)"
71,GARD:0001999,Congenital dyserythropoietic anemia,7698059,"['Review', 'Journal Article']",Bone marrow failure: pathophysiology and management.,https://pubmed.ncbi.nlm.nih.gov/7698059,"Morphologically, bone marrow is made up of a relatively mature but heterogenous population, fueled by a tiny pool of microscopically unrecognizable stem and progenitor cells. This complex tissue has the responsibility of maintaining our hematopoietic and, to a large extent, immunologic integrity, both of which are indispensable for health and, indeed, survival. Perhaps not surprisingly, bone marrow is the target of genetic, autoimmune, and environmental insults. Although robust, it has only a limited number of responses, one of which is reduction in cellular output, sometimes with superimposed qualitative abnormalities, and this is defined as bone marrow failure. Bone marrow failure is a diverse entity but can be logically explained and classified on a pathophysiologic basis. Thus the major recognizable categories of bone marrow failure are congenital and acquired defects. Each of these is subdivided according to the number of cell lines involved, over and above which the severity of the damage will determine reversibility. In each case, the natural history dictates management, and this ranges from short-term growth factor support to biologic immune response modulation and finally to bone marrow transplantation. In the past, many clinicopathologic variants of bone marrow failure were described, although their etiology was obscure and effective therapy was unavailable. This changed dramatically, however, when experimental hematologists, using radiobiology models, uncovered the dynamic nature of blood formation. Cardinal observations included the way in which spontaneous recovery followed irradiation, the central role played by pluripotential stem cells, and the integral participation of stroma in modulating this entire process. Understanding was refined once bone marrow cultures became available while, in parallel, the use of in-bred mouse strains launched the era of allogeneic transplantation. These approaches were combined, and the broad principles that govern basal or constitutive production emerged. Stem cells, with their characteristic commitment to self-renewal, exist at the apex of a hierarchy and generate a tier of proliferating progenitors that, in turn, give rise to a large postmitotic compartment of precursors that mature into distinctive myeloid and lymphoid lineages. The reserve potential is enormous, and output can be induced to meet even greatly increased demands. These events reflect the interaction of growth factors with a balancing set of negative regulators. The link between such diverse functions resides, to a large extent, in accessory cells and matrix geographically organized in what is now described as the hematopoietic inductive microenvironment. Many details of these meticulously orchestrated processes are obscure.(ABSTRACT TRUNCATED AT 400 WORDS)"
72,GARD:0002000,Congenital dyserythropoietic anemia type 1,27206021,['Journal Article'],Morbidity and mortality of adult patients with congenital dyserythropoietic anemia type I.,https://pubmed.ncbi.nlm.nih.gov/27206021,"Congenital dyserythropoietic anemia type I (CDAI) is a rare autosomal recessive disease characterized by macrocytic anemia, ineffective erythropoiesis, and secondary hemochromatosis. To better define the natural history of the disease among adult patients, we studied 32 Bedouin patients (median age 34 yr; range 21-60) all carrying the same CDAN1 founder mutation. Follow-up studies included complete blood count, blood chemistry, abdominal ultrasound, echocardiography, and T2*MRI. Main complications were due to anemia and ineffective erythropoiesis [osteoporosis (8/9, 89%), cholelithiasis (21/30, 70%), pulmonary arterial hypertension (PAH) (6/25, 24%)] and iron overload [hypothyroidism (9/24, 38%), and diabetes mellitus (6/32, 19%)]. T2* MRI revealed increased liver iron but no cardiac iron (13/13). Anemia improved in the majority of patients who underwent splenectomy (5/6). Three patients died (9%) at the age of 46-56 due to PAH (1) and sepsis (2). All previously underwent splenectomy. Analyzing both our patients and the 21 patients previously described by Heimpel et al. (Blood 107:334, 2006), we conclude that adults with CDA I suffer significant morbidity and mortality. Careful monitoring of iron overload and prompt iron chelation therapy is mandatory. Due to possible complications and inconsistent response to splenectomy α-interferon, transfusion therapy or stem cell transplantation should be considered as alternatives to this procedure in severely affected patients."
73,GARD:0002000,Congenital dyserythropoietic anemia type 1,16281933,"['Review', 'Journal Article']",Advances in the understanding of the congenital dyserythropoietic anaemias.,https://pubmed.ncbi.nlm.nih.gov/16281933,"The congenital dyserythropoietic anaemias (CDAs) are a heterogeneous group of diseases in which the anaemia is predominantly caused by dyserythropoiesis and marked ineffective erythropoiesis; three major (types I, II and III) and several minor subgroups have been identified. Additional information on the natural history of these conditions, the beneficial role of splenectomy in CDA type II and efficacy of interferon-alpha in type I have recently been reported. A disease gene has been localised to a chromosomal segment in the three major types and in CDA type I, a disease gene has been identified (CDANI). Mutations have been detected in both familial and sporadic cases but the predicted protein structure gives few clues as to its function. In both type I and II, there are cases unlinked to the identified localisations, suggesting genetic heterogeneity."
74,GARD:0002000,Congenital dyserythropoietic anemia type 1,12068798,"['Journal Article', 'Case Reports']",Clinical and laboratory manifestations of congenital dyserythropoietic anemia type I in young adults.,https://pubmed.ncbi.nlm.nih.gov/12068798,"OBJECTIVES:Congenital dyserythropoietic anemia (CDA) type I is a rare autosomal recessive macrocytic anemia whose natural history is not well documented. The aim of the present study was to evaluate the clinical picture of the disease in young adults. METHODS:The study sample consisted of 17 patients of mean age 11.9 +/- 5.4 yr (range 18-33 yr) and one older patient (age 44 yr), all Israeli Bedouins. The degree of anemia was evaluated as well as the extent of development of gallstones and iron overload. In each subject we determined the hemochromatosis gene mutations and the uridine dyphosphate-glucoronosyltransferase (UGT-1A) gene polymorphism associated with Gilbert's syndrome. RESULTS:The patients were found to have moderate anemia, with the women displaying lower mean hemoglobin levels than the men (8.2 +/- 0.9 g dL(-1) vs. 10 +/- 1.3 g dL(-1); P=0.0059). The majority of patients (59%) had received at least one blood transfusion, with the women having a significantly higher transfusion requirement. Although delayed puberty was noted, final height and weight were within normal limits, and eight patients had progeny. Biliary stones were found in three of 16 patients, two of whom were homozygous for UGT-1A gene polymorphism. None of the patients carried the common hemochromatosis gene mutation, although serum ferritin levels were moderately elevated (788 +/- 332 ng mL(-1)). CONCLUSIONS:CDA type I in young adults is characterized by moderate macrocytic anemia, more severe in women, and a tendency to cholelithiasis and secondary progressive iron overload. We suggest that iron overload in this patient population should be monitored and chelation therapy initiated when indicated to prevent organ damage"
75,GARD:0002000,Congenital dyserythropoietic anemia type 1,11493480,"[""Research Support, Non-U.S. Gov't"", 'Journal Article']",Natural history of congenital dyserythropoietic anemia type II.,https://pubmed.ncbi.nlm.nih.gov/11493480,"Congenital dyserythropoietic anemia type II (CDA-II) is an autosomal recessive disease characterized by anemia, jaundice, splenomegaly, and erythroblast multinuclearity. The natural history of the disease is unknown. The frequency, the relevance of complications, and the use of splenectomy are poorly defined. This study examined 98 patients from unrelated families enrolled in the International Registry of CDA-II. Retrospective data were obtained using an appropriate questionnaire. The mean age at presentation was 5.2 +/- 6.1 years. Anemia was present in 66% and jaundice in 53.4% of cases. The mean age at correct diagnosis was 15.9 +/- 11.8 years. Twenty-three percent of patients for whom data were available developed anemia during the neonatal period, and 10 of these individuals required transfusions. Splenectomy produced an increased hemoglobin (P <.001) and a reduced bilirubin level (P =.007) in comparison with values before splenectomy. Preliminary data indicate that iron overload occurs irrespective of the hemochromatosis genotype. (Blood. 2001;98:1258-1260)"
76,GARD:0002000,Congenital dyserythropoietic anemia type 1,7698059,"['Review', 'Journal Article']",Bone marrow failure: pathophysiology and management.,https://pubmed.ncbi.nlm.nih.gov/7698059,"Morphologically, bone marrow is made up of a relatively mature but heterogenous population, fueled by a tiny pool of microscopically unrecognizable stem and progenitor cells. This complex tissue has the responsibility of maintaining our hematopoietic and, to a large extent, immunologic integrity, both of which are indispensable for health and, indeed, survival. Perhaps not surprisingly, bone marrow is the target of genetic, autoimmune, and environmental insults. Although robust, it has only a limited number of responses, one of which is reduction in cellular output, sometimes with superimposed qualitative abnormalities, and this is defined as bone marrow failure. Bone marrow failure is a diverse entity but can be logically explained and classified on a pathophysiologic basis. Thus the major recognizable categories of bone marrow failure are congenital and acquired defects. Each of these is subdivided according to the number of cell lines involved, over and above which the severity of the damage will determine reversibility. In each case, the natural history dictates management, and this ranges from short-term growth factor support to biologic immune response modulation and finally to bone marrow transplantation. In the past, many clinicopathologic variants of bone marrow failure were described, although their etiology was obscure and effective therapy was unavailable. This changed dramatically, however, when experimental hematologists, using radiobiology models, uncovered the dynamic nature of blood formation. Cardinal observations included the way in which spontaneous recovery followed irradiation, the central role played by pluripotential stem cells, and the integral participation of stroma in modulating this entire process. Understanding was refined once bone marrow cultures became available while, in parallel, the use of in-bred mouse strains launched the era of allogeneic transplantation. These approaches were combined, and the broad principles that govern basal or constitutive production emerged. Stem cells, with their characteristic commitment to self-renewal, exist at the apex of a hierarchy and generate a tier of proliferating progenitors that, in turn, give rise to a large postmitotic compartment of precursors that mature into distinctive myeloid and lymphoid lineages. The reserve potential is enormous, and output can be induced to meet even greatly increased demands. These events reflect the interaction of growth factors with a balancing set of negative regulators. The link between such diverse functions resides, to a large extent, in accessory cells and matrix geographically organized in what is now described as the hematopoietic inductive microenvironment. Many details of these meticulously orchestrated processes are obscure.(ABSTRACT TRUNCATED AT 400 WORDS)"
77,GARD:0002001,Congenital dyserythropoietic anemia type 2,27206021,['Journal Article'],Morbidity and mortality of adult patients with congenital dyserythropoietic anemia type I.,https://pubmed.ncbi.nlm.nih.gov/27206021,"Congenital dyserythropoietic anemia type I (CDAI) is a rare autosomal recessive disease characterized by macrocytic anemia, ineffective erythropoiesis, and secondary hemochromatosis. To better define the natural history of the disease among adult patients, we studied 32 Bedouin patients (median age 34 yr; range 21-60) all carrying the same CDAN1 founder mutation. Follow-up studies included complete blood count, blood chemistry, abdominal ultrasound, echocardiography, and T2*MRI. Main complications were due to anemia and ineffective erythropoiesis [osteoporosis (8/9, 89%), cholelithiasis (21/30, 70%), pulmonary arterial hypertension (PAH) (6/25, 24%)] and iron overload [hypothyroidism (9/24, 38%), and diabetes mellitus (6/32, 19%)]. T2* MRI revealed increased liver iron but no cardiac iron (13/13). Anemia improved in the majority of patients who underwent splenectomy (5/6). Three patients died (9%) at the age of 46-56 due to PAH (1) and sepsis (2). All previously underwent splenectomy. Analyzing both our patients and the 21 patients previously described by Heimpel et al. (Blood 107:334, 2006), we conclude that adults with CDA I suffer significant morbidity and mortality. Careful monitoring of iron overload and prompt iron chelation therapy is mandatory. Due to possible complications and inconsistent response to splenectomy α-interferon, transfusion therapy or stem cell transplantation should be considered as alternatives to this procedure in severely affected patients."
78,GARD:0002001,Congenital dyserythropoietic anemia type 2,12068798,"['Journal Article', 'Case Reports']",Clinical and laboratory manifestations of congenital dyserythropoietic anemia type I in young adults.,https://pubmed.ncbi.nlm.nih.gov/12068798,"OBJECTIVES:Congenital dyserythropoietic anemia (CDA) type I is a rare autosomal recessive macrocytic anemia whose natural history is not well documented. The aim of the present study was to evaluate the clinical picture of the disease in young adults. METHODS:The study sample consisted of 17 patients of mean age 11.9 +/- 5.4 yr (range 18-33 yr) and one older patient (age 44 yr), all Israeli Bedouins. The degree of anemia was evaluated as well as the extent of development of gallstones and iron overload. In each subject we determined the hemochromatosis gene mutations and the uridine dyphosphate-glucoronosyltransferase (UGT-1A) gene polymorphism associated with Gilbert's syndrome. RESULTS:The patients were found to have moderate anemia, with the women displaying lower mean hemoglobin levels than the men (8.2 +/- 0.9 g dL(-1) vs. 10 +/- 1.3 g dL(-1); P=0.0059). The majority of patients (59%) had received at least one blood transfusion, with the women having a significantly higher transfusion requirement. Although delayed puberty was noted, final height and weight were within normal limits, and eight patients had progeny. Biliary stones were found in three of 16 patients, two of whom were homozygous for UGT-1A gene polymorphism. None of the patients carried the common hemochromatosis gene mutation, although serum ferritin levels were moderately elevated (788 +/- 332 ng mL(-1)). CONCLUSIONS:CDA type I in young adults is characterized by moderate macrocytic anemia, more severe in women, and a tendency to cholelithiasis and secondary progressive iron overload. We suggest that iron overload in this patient population should be monitored and chelation therapy initiated when indicated to prevent organ damage"
79,GARD:0002001,Congenital dyserythropoietic anemia type 2,11493480,"[""Research Support, Non-U.S. Gov't"", 'Journal Article']",Natural history of congenital dyserythropoietic anemia type II.,https://pubmed.ncbi.nlm.nih.gov/11493480,"Congenital dyserythropoietic anemia type II (CDA-II) is an autosomal recessive disease characterized by anemia, jaundice, splenomegaly, and erythroblast multinuclearity. The natural history of the disease is unknown. The frequency, the relevance of complications, and the use of splenectomy are poorly defined. This study examined 98 patients from unrelated families enrolled in the International Registry of CDA-II. Retrospective data were obtained using an appropriate questionnaire. The mean age at presentation was 5.2 +/- 6.1 years. Anemia was present in 66% and jaundice in 53.4% of cases. The mean age at correct diagnosis was 15.9 +/- 11.8 years. Twenty-three percent of patients for whom data were available developed anemia during the neonatal period, and 10 of these individuals required transfusions. Splenectomy produced an increased hemoglobin (P <.001) and a reduced bilirubin level (P =.007) in comparison with values before splenectomy. Preliminary data indicate that iron overload occurs irrespective of the hemochromatosis genotype. (Blood. 2001;98:1258-1260)"
80,GARD:0002002,Congenital dyserythropoietic anemia type 3,12068798,"['Journal Article', 'Case Reports']",Clinical and laboratory manifestations of congenital dyserythropoietic anemia type I in young adults.,https://pubmed.ncbi.nlm.nih.gov/12068798,"OBJECTIVES:Congenital dyserythropoietic anemia (CDA) type I is a rare autosomal recessive macrocytic anemia whose natural history is not well documented. The aim of the present study was to evaluate the clinical picture of the disease in young adults. METHODS:The study sample consisted of 17 patients of mean age 11.9 +/- 5.4 yr (range 18-33 yr) and one older patient (age 44 yr), all Israeli Bedouins. The degree of anemia was evaluated as well as the extent of development of gallstones and iron overload. In each subject we determined the hemochromatosis gene mutations and the uridine dyphosphate-glucoronosyltransferase (UGT-1A) gene polymorphism associated with Gilbert's syndrome. RESULTS:The patients were found to have moderate anemia, with the women displaying lower mean hemoglobin levels than the men (8.2 +/- 0.9 g dL(-1) vs. 10 +/- 1.3 g dL(-1); P=0.0059). The majority of patients (59%) had received at least one blood transfusion, with the women having a significantly higher transfusion requirement. Although delayed puberty was noted, final height and weight were within normal limits, and eight patients had progeny. Biliary stones were found in three of 16 patients, two of whom were homozygous for UGT-1A gene polymorphism. None of the patients carried the common hemochromatosis gene mutation, although serum ferritin levels were moderately elevated (788 +/- 332 ng mL(-1)). CONCLUSIONS:CDA type I in young adults is characterized by moderate macrocytic anemia, more severe in women, and a tendency to cholelithiasis and secondary progressive iron overload. We suggest that iron overload in this patient population should be monitored and chelation therapy initiated when indicated to prevent organ damage"
81,GARD:0002003,Dysferlinopathy,29735511,"[""Research Support, Non-U.S. Gov't"", 'research-article', 'Journal Article']",Muscle MRI in patients with dysferlinopathy: pattern recognition and implications for clinical trials.,https://pubmed.ncbi.nlm.nih.gov/29735511,"BACKGROUND AND OBJECTIVE:Dysferlinopathies are a group of muscle disorders caused by mutations in the DYSF gene. Previous muscle imaging studies describe a selective pattern of muscle involvement in smaller patient cohorts, but a large imaging study across the entire spectrum of the dysferlinopathies had not been performed and previous imaging findings were not correlated with functional tests. METHODS:We present cross-sectional T1-weighted muscle MRI data from 182 patients with genetically confirmed dysferlinopathies. We have analysed the pattern of muscles involved in the disease using hierarchical analysis and presented it as heatmaps. Results of the MRI scans have been correlated with relevant functional tests for each region of the body analysed. RESULTS:In 181 of the 182 patients scanned, we observed muscle pathology on T1-weighted images, with the gastrocnemius medialis and the soleus being the most commonly affected muscles. A similar pattern of involvement was identified in most patients regardless of their clinical presentation. Increased muscle pathology on MRI correlated positively with disease duration and functional impairment. CONCLUSIONS:The information generated by this study is of high diagnostic value and important for clinical trial development. We have been able to describe a pattern that can be considered as characteristic of dysferlinopathy. We have defined the natural history of the disease from a radiological point of view. These results enabled the identification of the most relevant regions of interest for quantitative MRI in longitudinal studies, such as clinical trials. CLINICAL TRIAL REGISTRATION:NCT01676077."
82,GARD:0002003,Dysferlinopathy,25900324,"[""Research Support, Non-U.S. Gov't"", 'Journal Article']",Toward an objective measure of functional disability in dysferlinopathy.,https://pubmed.ncbi.nlm.nih.gov/25900324,"Understanding the natural history of dysferlinopathy is essential to design and quantify novel therapeutic protocols. Our aim in this study was to assess, clinically and functionally, a cohort of patients with dysferlinopathy, using validated scales.Thirty-one patients with genetically confirmed dysferlinopathy were assessed using the motor function measure (MFM), Modified Rankin Scale (MRS), Muscle Research Council (MRC) scale, serum creatine kinase (CK) assessment, baseline spirometry data, and echocardiographic and electrophysiologic studies.MFM and MRC scores showed a significant negative correlation with disease duration and inverse correlation with MRS, but not with onset age, clinical phenotype, or CK levels. Percent forced vital capacity (%FVC) correlated negatively with disease duration and onset age. Eight known pathogenic mutations were identified recurrently, 4 of which accounted for 79% of the total.The results suggest that MFM is a reliable outcome measure that may be useful for longitudinal follow-up in dysferlinopathy. Recurrent mutations suggest a founder effect in the Chilean population."
83,GARD:0002004,Dysfibrinogenemia,25816717,"['Review', 'Journal Article']",Dysfibrinogenemia: from molecular anomalies to clinical manifestations and management.,https://pubmed.ncbi.nlm.nih.gov/25816717,"Congenital dysfibrinogenemia is a qualitative congenital fibrinogen disorder characterized by normal antigen levels of a dysfunctional fibrinogen. The diagnosis is usually based on discrepancies between fibrinogen activity and antigen levels, but could require more specialized techniques for the assessment of fibrinogen function, owing to some limitations in routine assays. Molecular abnormalities, which are frequently heterozygous missense mutations localized in exon 2 of FGA and exon 8 of FGG, lead to defects in one or more phases of fibrinogen to fibrin conversion, fibrin network formation, and other important functions of fibrinogen. The clinical phenotype is highly heterogeneous, from no manifestations to bleeding and/or thrombotic events. Asymptomatic propositi and relatives with the predisposing genotype are at risk of developing adverse outcomes during the natural course of the disease. Correlations between genotype and phenotype have not yet been clearly established, with the exception of some abnormal fibrinogens that severely increase the risk of thrombosis. Functional analysis of polymerization and fibrinolysis, structural studies of the fibrin network and the viscoelastic properties of fibrin clot could help to predict the phenotype of congenital dysfibrinogenemia, but have not yet been evaluated in detail. The management is essentially based on personal and family history; however, even individuals who are still asymptomatic and without a family history should be carefully assessed and monitored. Particular situations, such as pregnancy, delivery, and surgery, require a multidisciplinary approach."
84,GARD:0002004,Dysfibrinogenemia,25320241,"[""Research Support, Non-U.S. Gov't"", 'research-article', 'Multicenter Study', 'Journal Article']",Natural history of patients with congenital dysfibrinogenemia.,https://pubmed.ncbi.nlm.nih.gov/25320241,"We conducted a multicenter study of 101 patients with congenital dysfibrinogenemia (CD) to characterize the incidence of hemorrhagic and thrombotic events as well as complications of pregnancy and surgery. At the time of diagnosis, 10.9% and 13.9% had experienced major bleeding and thrombotic events, respectively. During a mean follow-up of 8.8 years after CD diagnosis, the incidence of major bleeding and thrombotic events was 2.5 and 18.7 per 1000 patient-years, respectively, with estimated cumulative incidences at age 50 years of 19.2% and 30.1%. We identified 111 pregnancies with an overall incidence of spontaneous abortions and postpartum hemorrhage of 19.8% and 21.4%, respectively. The risk of postpartum hemorrhage was associated with a previously identified bleeding phenotype (odds ratio, 5.8; 95% CI, 1.2 to 28.0). Among 137 surgical procedures analyzed, 9 (6.5%) were complicated by abnormal bleeding. Propositi vs relatives, sex, mutation hotspots, fibrinogen levels, and activity:antigen ratios were not associated with the risk of thrombotic or bleeding outcomes. In conclusion, the results of our study, the largest in genotyped CD and the first including long-term history, indicate that propositi with CD and their relatives carry not only a high risk of major bleeding, including postpartum hemorrhage, but also of thrombotic event."
85,GARD:0002004,Dysfibrinogenemia,9607121,"[""Research Support, Non-U.S. Gov't"", 'Multicenter Study', 'Journal Article']",Increased risk of venous thrombosis in carriers of natural anticoagulant deficiencies. Results of the family studies of the Spanish Multicenter Study on Thrombophilia (EMET study).,https://pubmed.ncbi.nlm.nih.gov/9607121,"Several studies have demonstrated a higher risk of thrombosis in carriers of anticoagulant deficiencies than in non-deficient individuals from families with thrombophilia. The prevalences in Spain were established in a multicenter study (the EMET study) and all the deficient individuals were invited to recruit all available family members to be screened for the same deficiency in order to establish the risk of thrombosis in deficient individuals. Five-hundred-and-eighty-three individuals from 114 families with natural anticoagulant deficiencies were analysed. Propositi and relatives with a history of thrombosis were asked about the localization and the age at the first episode and whether or not it was spontaneous. Three families with antithrombin deficiency, 35 with protein C, 60 with protein S, four with plasminogen, four with heparin cofactor II, seven with combined deficiencies and one family with dysfibrinogenemia were included in the analysis. The risk of thrombosis was increased for individuals deficient in antithrombin (adjusted odds ratio 21.23; 95% confidence interval 5.71-78.94), protein C (adjusted odds ratio 12.62; 95% confidence interval 4.75-33.51), protein S type I (adjusted odds ratio 19.95; 95% confidence interval 7.40-53.82), protein S type III (adjusted odds ratio 8.11; 95% confidence interval 2.66-21.99) or in protein C plus protein S (adjusted odds ratio 8.99; 95% confidence interval 2.79-28.93), but not for those deficient in plasminogen or heparin cofactor II. The thrombosis-free survival was shortened for deficient individuals in antithrombin (median 30 years), protein C (median 46 years), protein S type-I (median 48 years), protein S type III (median 61 years) and combined protein C and S (median 40 years). In conclusion, individuals carrying anticoagulant deficiencies have an increased risk of thrombosis, especially those with antithrombin, protein C or type I protein S deficiencies."
86,GARD:0002004,Dysfibrinogenemia,9299854,['Journal Article'],Natural and acquired inhibitors of hemostasis in selected symptomatic outpatients with venous thromboembolic disease.,https://pubmed.ncbi.nlm.nih.gov/9299854,"BACKGROUND AND OBJECTIVE: Deficiencies of natural inhibitors and the presence of lupus anticoagulant are important risk factors leading to venous thromboembolic events. Before resistance to activated protein C (APC-R) was identified, the overall prevalence of inherited abnormalities of hemostasis in non-selected outpatients with venous thromboembolic disease was under 10%. This cast doubts on the of cost effectiveness and clinical significance of assaying hemostasis inhibitors in all such patients. The goal of this study is to evaluate the prevalence of inherited and acquired abnormalities of hemostasis in younger symptomatic outpatients with objectively diagnosed venous thromboembolic disease (VTD). METHODS: From October 1994 to October 1996, we diagnosed, treated and followed 191 consecutive outpatients with an objective diagnosis of venous thromboembolic disease, and assayed natural and acquired hemostasis inhibitors in 81 of them aged less than 50; in addition, 129 relatives of patients with inherited deficiencies were evaluated. RESULTS: Twenty-six of the patients under age 50 showed inherited deficiencies of natural inhibitors (3 antithrombin, 5 protein C, 3 protein 5 and 14 APC-R, 1 dysfibrinogenemia) and 8 patients had lupus anticoagulant (LA): abnormalities of hemostasis were found in 41.9% (95% confidence interval 31.1-53.5). In older selected patients, 60% (95% confidence interval 40.6-77.3) of the subjects showed abnormalities. Seventy-two of the relatives displayed natural inhibitor deficiencies; 88.5% of the families studied had at least one relative with the same defect as the propositus. INTERPRETATION AND CONCLUSIONS: A simple selection based on age, clinical and family history shows the existence of a high prevalence and the important clinical significance of abnormalities of hemostasis in symptomatic outpatients with venous thromboembolic disease."
87,GARD:0002005,Central nervous system germinoma,28444954,"['Multicenter Study', 'Journal Article']","Clinical presentation and outcome of children with central diabetes insipidus associated with a self-limited or transient pituitary stalk thickening, diagnosed as infundibuloneurohypophysitis.",https://pubmed.ncbi.nlm.nih.gov/28444954,"Despite lymphocytic or autoimmune infundibuloneurohypophysitis (INH) is an increasingly recognized aetiology in children with central diabetes insipidus (CDI); clinical data on epidemiology (clinical evolution, predisposing factors, complications), diagnosis and management of this entity are limited and mostly based on published case reports. The aim of this study was to gain a broader insight in the natural history of this disease by analysing the clinical presentation, radiological pituitary stalk changes, associated autoimmunity and hormonal deficiencies in children with CDI and a self-limiting or transient stalk thickening (ST), diagnosed as autoimmune infundibuloneurohypophysitis, during the last 15 years in four Belgian university hospitals.The medical files of nine CDI patients with a ST at initial presentation and no signs of Langerhans cell histiocytosis or germinoma at presentation and/or during follow-up of more than 1.5 years were reviewed.Age at presentation ranged from 3 to 14 years. Two patients had a positive family history of autoimmunity. Three children presented with associated growth failure, two with nausea and one with long-standing headache. Median maximal diameter of the stalk was 4.6 mm (2.7-10 mm). Four patients had extra-pituitary brain anomalies, such as cysts. One patient had central hypothyroidism, and another had a partial growth hormone deficiency at diagnosis. Within a mean follow-up of 5.4 (1.5-15) years, stalk thickening remained unchanged in two patients, regressed in one and normalized in six children. CDI remained in all, while additional pituitary hormone deficiencies developed in only one patient.In this series of children INH with CDI as initial presentation, CDI was permanent and infrequently associated with anterior pituitary hormone deficiencies, despite a frequent association with nonstalk cerebral lesions."
88,GARD:0002005,Central nervous system germinoma,27790297,"['research-article', 'Journal Article']",Disease characteristics and survival outcomes of extragonadal primary germ cell tumour in two Canadian tertiary cancer centres.,https://pubmed.ncbi.nlm.nih.gov/27790297,"INTRODUCTION:Extragonadal germ cell tumours (EGCTs) are a heterogeneous group with distinct natural history and responses to treatment modalities. We sought to evaluate characteristics and survival outcomes in men with EGCTs. METHODS:We performed a retrospective analysis on a consecutive list of men diagnosed with EGCT in two Albertan cancer centres between 1990 and 2013. Demographic characteristics and outcomes, stratified by primary site, were evaluated. RESULTS:Sixty-nine cases were identified. The median age was 29 (range 15-76) and 48 cases (70%) were non-seminomatous. Twenty-four (35%) belonged to International Germ Cell Cancer Collaborative Group (IGCCCG) favourable risk group, 14 (20%) to intermediate, and 31 (45%) to poor. Thirty (43%) had mediastinal primary (MPs); 29 were treated with first-line bleomycin, etopo-side, and cisplatin (BEP). Seventeen (57%) relapses occurred, of which three patients achieved long-term survival. Seventeen (25%) had a central nervous system (CNS) primary, with eight (47%) classic germinoma. Seven (41%) received primary chemotherapy alone; 5 (29%) received primary radiotherapy alone, and 5 (29%) received both. Nineteen (28%) had a retroperitoneal primary (RPs) and received first-line chemotherapy; all but two received BEP and eight (42%) had surgical resection. Three (5%) had other or unknown primary. Five-year overall survival (OS) and disease-free survival for all patients were 56% and 44%, respectively; for MPs, 44% and 34%; for CNS primary, 76% and 53%; for RPs, 58% and 53%. Factors that correlated with decreased OS were elevated alpha fetoprotein (AFP) (p<0.001) or human chorionic gonadotropin (HCG) (p=0.001), lactate dehydrogenase (LDH) levels (p=0.028), bone metastasis (p<0.001), lung metastasis (p<0.001), and IGCCCG poor risk (p=0.001). CONCLUSIONS:EGCT is a rare, but important subset of GCT. Patients with EGCTs, despite aggressive treatments, still have poorer outcomes than gonadal primary."
89,GARD:0002005,Central nervous system germinoma,24515423,"[""Research Support, Non-U.S. Gov't"", 'Journal Article']",Natural history of cavernous malformations in children with brain tumors treated with radiotherapy and chemotherapy.,https://pubmed.ncbi.nlm.nih.gov/24515423,"Cavernous malformations (CM) are cerebral irradiation-related late complications. Little is known about their natural history and the pathogenetic role of concomitant chemotherapy. We present a retrospective, single-institution study of 108 children affected with medulloblastoma, ependymoma, or germinoma treated with radio- and chemotherapy. The frequency, clinical and radiological presentations, and outcomes were analyzed to investigate the relationship among radiation dose, associated chemotherapy, age, latency and localization of radiation-induced CM. 100 out of 108 children were treated with radiotherapy for primary brain tumor; 34 (27 with medulloblastoma and 7 with other histologies) out of 100 patients developed CM. No significant relationship was found between CM and gender (p = 0.70), age (p = 0.90), use of specific chemotherapy (standard versus high-dose, p = 0.38), methotrexate (p = 0.49), and radiation dose (p = 0.45). However, CM developed more frequently and earlier when radiotherapy was associated with methotrexate (70 % of cases). Radiation-induced CM prevailingly occurred in the cerebral hemispheres (p = 0.0001). Only 3 patients (9 %) were symptomatic with headache. Three patients underwent surgery for intra- or extra-lesional hemorrhage. CM was confirmed by histopathology for all 3 patients. The vast majority of radiation-induced CM is asymptomatic, and macro-hemorrhagic events occur rarely. Concomitant therapy with methotrexate seems to favor their development. We recommend observation for asymptomatic lesions, while surgery should be reserved to symptomatic growth or hemorrhage."
